cohort,estimate,se,states
2004,-0.013173117817218447,0.009217093516812585,6
2009,0.005782337864809672,0.01889941878532797,34
2014,-0.0325495122290561,0.029393072187819277,44
2018,0.004376354874520603,0.012140281474536527,36
2020,-0.012763993930921869,0.020941295117946002,"11, 53"
2021,-0.03344541695070746,0.02291270066665845,25
2022,0.001867436380325357,0.032987041763395425,9
2023,0.017591674796854192,0.020896160773999677,41
2024,-0.011598635559117457,0.0330261744244894,8
