year,estimate,se
2004,0.025693752133400527,0.054185457883071206
2005,0.04049398605959886,0.052697308489521484
2006,0.0616228380112116,0.05329901048219604
2007,0.11267316532197069,0.05276090917790839
2008,0.04582091713050074,0.05484763618814457
2009,0.082753326976616,0.04800704262816985
2010,0.09777238713724416,0.04958858586051832
2011,-0.02473030301760409,0.05125502121954925
2012,0.09270337086852337,0.044140009718031586
2013,0.08594347997697674,0.05164577161150348
2014,0.056825432266306077,0.05059036566988944
2015,0.12945731917767211,0.049410450218025564
2016,0.03645027959568013,0.04467020014188561
2017,-0.005275162417995387,0.04606192794828374
2018,0.0061011014265603195,0.03923923614237606
2019,0.010951383838691377,0.040867148713546644
2020,0.04152280521095448,0.03847866493996226
2021,0.010827284500265065,0.03571060195101648
2022,0.017804914981439393,0.03938280728611847
2023,-0.022606253302047057,0.03653992088826213
2024,0.011459901749251267,0.03540909075335526
