year,estimate,se
2014,-0.3326464655559829,0.20614813411058075
2015,-0.21571051257430038,0.20804609522838724
2016,-0.17738795361882853,0.1997513787644553
2017,-0.2534090683247454,0.1988334953605761
2018,0.06938459396145649,0.1446376702773009
2019,-0.01921673625168752,0.1437659672744057
2020,-0.11413010905644305,0.1100991365249153
2021,-0.13278361702210606,0.10080298029715758
2022,-0.2470260131192267,0.11145097263422514
2023,0.03221181615817337,0.2515704200706736
2024,-0.47074503081342595,0.18125297371208451
