cohort,estimate,se,states
2005,0.06486001384044113,0.038259820708267535,6
2010,-0.037390858157769734,0.058393286307693755,34
2014,-0.17327096407120893,0.10333720329630078,44
2018,-0.01456103490298874,0.06431893192891469,36
2020,-0.071005887724148,0.07399772055452031,53
2021,-0.11073645936000406,0.061445557585777466,"11, 25"
2022,-0.09466617954327991,0.13213940859380546,9
2024,0.010359958455909035,0.08529215442186318,"41, 8"
