year,estimate,se
2004,0.015569539447317517,0.012486767001541972
2005,0.014175255437111282,0.011281156857089636
2006,0.006135273821227624,0.0107833425379718
2007,0.0008687501169627465,0.01004340050437249
2008,0.006475742967250196,0.01090894220283899
2009,0.009484929037515404,0.010783607309437693
2010,0.009482461861893934,0.009073878990349893
2011,-0.0035365139132456243,0.009547845329422568
2012,0.01030637334316842,0.010527196536738712
2013,-0.00695466257579621,0.008776503930334332
2014,-3.4172910817814065e-05,0.009590837615934532
2015,0.008318047002350823,0.010092254601882924
2016,0.00505020816971493,0.009042353755112734
2017,0.004399544325286856,0.009210484745000115
2018,0.003242820308009188,0.007520759978008788
2019,0.008854781556875756,0.008576047966854025
2020,0.0069291002630993736,0.007167758877364671
2021,-0.0024980579881743316,0.00731268781438989
2022,0.01007125142715902,0.00682503472171259
2023,-0.006567497280561457,0.006373660321669277
2024,0.007220807072592799,0.005571084831653547
