e,estimate,se
-10,0.014706438005716376,0.028278910799691012
-9,0.011985788582921781,0.026588764574717382
-8,-0.00940706271831439,0.028695728161145767
-7,-0.008643107084151707,0.027266112903776868
-6,0.0029660298600490127,0.02681185586125312
-5,-0.01859015129677583,0.02941247715766816
-4,0.03010958979933427,0.024726323686107242
-3,-0.027363678978064746,0.023027879600166255
-2,0.007293508263453716,0.02187052463253964
-1,0.010662447665271356,0.025601569922932773
0,0.01201358193494363,0.023728312966840238
1,-0.0019301233414969628,0.02737429718407248
2,0.028310083466116586,0.025412353570986715
3,0.011051627454521009,0.024698385156875186
4,0.026260498973358484,0.02725065689731224
5,0.013539419743001463,0.02735310236313452
6,-0.0270054740514737,0.029892002514123404
7,-0.03863966995444152,0.03022630746378659
8,-0.01456203192679127,0.02918847578463072
9,-0.005425120444555405,0.03758546009719976
10,-0.026011928472571968,0.03564165671235741
