g,t,ATT
2004,1991,-2.1615358077725624
2004,1992,2.1166915809057194
2004,1993,1.3460682086966287
2004,1994,-1.973880997432424
2004,1997,-3.5711076916764277
2004,1998,4.51116339398536
2004,1999,-4.2672328811312426
2004,2000,3.6940966942003683
2004,2001,-1.9363204173895951
2004,2002,0.1977591207245979
2004,2003,1.1188361355996541
2004,2004,-2.3030106481063903
2004,2005,-0.46874921080425835
2004,2006,-2.3078352312802473
2004,2007,-1.8995211310835245
2004,2008,-2.233638184645052
2004,2009,-0.3875113421813907
2004,2010,-3.078840804825685
2004,2011,-1.3209161645987422
2004,2012,-1.2863886880081523
2004,2013,-0.9473191656858013
2004,2014,0.2469867942514803
2004,2015,-2.8044933691618326
2004,2016,-1.5123980478174666
2004,2017,0.2554303903157269
2004,2018,-1.8242526424101833
2004,2019,0.9326178778467913
2004,2020,-3.1497971003453245
2004,2021,-3.321903471524436
2004,2022,0.9096715199329033
2004,2023,-1.0094683389209784
2004,2024,1.628032121911776
2009,1991,-0.6801906733972807
2009,1992,-0.4534435719309684
2009,1993,6.662847562393971
2009,1994,-4.717920951313165
2009,1997,1.4269173769713674
2009,1998,-1.845933323748799
2009,1999,-1.7515541420514324
2009,2000,4.371621731243305
2009,2001,-0.5005237987244833
2009,2002,-1.7077461629839092
2009,2003,1.2972198121102956
2009,2004,-1.2350347467321328
2009,2005,-0.49499884259837756
2009,2006,6.143742597741031
2009,2007,-3.3372187451340167
2009,2008,-1.7051701041852994
2009,2009,-1.3330001638814117
2009,2010,-1.2354301022477827
2009,2011,0.38341997494121927
2009,2012,1.8401871216222432
2009,2013,-1.3802253872842662
2009,2014,3.376734134332729
2009,2015,0.8188331357382879
2009,2016,2.142940352881247
2009,2017,3.1982543025261307
2009,2018,-2.512338362674601
2009,2019,4.074380027023629
2009,2020,-1.024312078275404
2009,2021,-3.55291224364829
2009,2022,-1.4133730996418734
2009,2023,-2.1407533484541403
2009,2024,1.4274484031963866
2014,1991,0.22186938636508913
2014,1992,2.980036371727973
2014,1993,-3.7734337226796058
2014,1994,2.55450582808432
2014,1997,4.752241588345743
2014,1998,-2.583280107019835
2014,1999,-1.8385593754771428
2014,2000,-0.620710084383461
2014,2001,-1.4229708237955556
2014,2002,4.4508856573842515
2014,2003,-1.3092456115196747
2014,2004,-1.3104199739779006
2014,2005,1.1597416542031063
2014,2006,-2.966670679750205
2014,2007,3.237804455970231
2014,2008,-0.7810775948208502
2014,2009,0.3411368715669063
2014,2010,0.3679459368100346
2014,2011,0.028002767888292368
2014,2012,-3.537970768984607
2014,2013,9.13883412884159
2014,2014,-6.413865525195227
2014,2015,4.844246997337528
2014,2016,-2.9257867704321967
2014,2017,-5.29482518095152
2014,2018,-6.323312396228914
