cohort,estimate,se,states
2014,-0.11230752512781778,0.035039634875363115,44
2018,-0.03386667749058444,0.057889915371557576,36
2020,-0.00033358753376755423,0.028618598411131634,53
2021,-0.04777029504716049,0.039993789670276364,"11, 25"
2022,-0.09453544981797868,0.0898705341459463,9
2024,-0.17617971442477987,0.12147196497642254,"41, 8"
