k,estimate,se
-3,-0.0015642115518166386,0.006460815415672471
-2,-0.0006280427835191124,0.005973363686012214
-1,0.0,0.0
0,0.0011186115318320877,0.006899485997194584
1,-0.005393502594832901,0.00563045873831683
2,0.0004417612241296301,0.006461363848581835
3,-0.004593378232501741,0.006554549534263076
