e,estimate,se
-10,0.032227660428082984,0.045143965439071405
-9,-0.08341573862806122,0.0512755288726198
-8,0.038266891321660265,0.04780451946904792
-7,0.014058160915984717,0.03941651607637821
-6,0.02888983947316979,0.043820132175448494
-5,0.01950926938751608,0.04323940968042961
-4,-0.07770738935436204,0.04088389406539671
-3,0.11463680219362433,0.044975505636075476
-2,-0.10690458844703547,0.036241659899977144
-1,0.015536601089087639,0.03900713000202094
0,0.04109362092531136,0.04193188471011378
1,0.04726832159664399,0.04315620519635872
2,0.0819436865245757,0.046378187549977315
3,0.033539647453963886,0.03849426577751134
4,0.1042008849096098,0.04135295558142936
5,0.054261869535903964,0.05021184462794712
6,0.058648457443006265,0.04642977708675946
7,0.0333351900272589,0.05390002290878574
8,0.013828051110607233,0.0456079060290679
9,-0.008219171680160071,0.05284808663693277
10,0.034848775837912446,0.04917707396528588
