e,estimate,se
-10,0.002688672474129081,0.019362508114791042
-9,-0.00901841598534572,0.020774800324838555
-8,-0.0126997796479332,0.019930630646970107
-7,-0.02455444757929598,0.020520640643976785
-6,0.01992159919609668,0.019591595627926797
-5,0.006319417849567637,0.023549952017224932
-4,-0.004918207125784099,0.023379272101928403
-3,-0.030524466558256323,0.019644685986720468
-2,-0.0003809117585537655,0.01962274024710605
-1,0.01498523119978431,0.020549523274866945
0,-0.021792844757405814,0.023025215400055386
1,-0.033169630489396376,0.02408320400295821
2,-0.03588125369845078,0.024100043152098103
3,-0.005481024343540575,0.025404824840856516
4,-0.018269929340583822,0.025901978029880444
5,-0.04467743724174522,0.028420914989149726
6,-0.014461410883303853,0.026401261846514736
7,-0.05512342025875382,0.030765036387111692
8,-0.07492259038196109,0.0313709275436281
9,-0.1388953835653027,0.032854833608398144
10,-0.07553936336679372,0.03153064488961502
