e,estimate,se
-10,-0.007281341790569781,0.022872197779473424
-9,-0.03170924998250181,0.023441033562278724
-8,-0.005526655469867822,0.02445361143757261
-7,0.02421699962627496,0.024299977038060916
-6,-0.00938658510048929,0.026590254885996235
-5,0.012566263596560372,0.026942490176693385
-4,-0.026953751349370916,0.022836014702595067
-3,0.040144197891793486,0.02053156031567413
-2,-0.01503171662410055,0.02264733112508159
-1,0.004017343357286904,0.0239385532960915
0,-0.017631294189898093,0.02285188986568193
1,-0.0008555814040700731,0.024644358706627553
2,0.008071288859237432,0.02504218101238532
3,0.019392827628877406,0.025557343079156386
4,-0.003445815928984381,0.02681320248668429
5,-0.004809687129828857,0.029639812138047478
6,0.012796926646108358,0.030078836176498994
7,0.019327116357491094,0.03079376318599792
8,0.04551441673074017,0.032328920746818784
9,0.03220101189891498,0.03606903217838209
10,0.0391634166507781,0.034749464886315334
