cohort,estimate,se,states
2014,-0.0409044553769046,0.1361654982468927,44
2018,-0.16872565257405764,0.11377013442229175,36
2020,-0.08902387555689462,0.12820681219626265,53
2021,-0.1364129064879228,0.18640558521209488,"11, 25"
2022,0.15925214738565519,0.17672325114945645,9
2024,0.7519596161554429,0.2879371774847174,"41, 8"
