e,estimate,se
-6,0.019823525747028215,0.03558378839350474
-5,0.03534998995458489,0.03730198700762733
-4,-0.018653045950618646,0.03772731311347359
-3,-0.014645603801267624,0.03878057294579169
-2,-0.011735191546480877,0.035119379816051365
-1,0.01599157599629638,0.033498352258280135
0,-0.03961693912555307,0.03937492336346633
1,0.040930648507163485,0.03448958807780142
2,0.026101768912849883,0.03858960522467107
3,0.038798268869886375,0.03955807953278574
4,0.05996297069158697,0.03928026506405977
5,0.03365180748595209,0.043222915133449114
6,0.010980181412562334,0.04543881223145472
