year,estimate,se
2004,-0.013686340097262774,0.022778692010632016
2005,0.01337092921601657,0.022223581439255805
2006,0.045402661723425226,0.022940432297655394
2007,0.022243794539635982,0.022767438785191593
2008,-0.0060984850489573805,0.022820594873615395
2009,-0.015357677685825275,0.020823266146130986
2010,-0.021766345063686635,0.019567665289894474
2011,-0.028305524320869035,0.022586661390962565
2012,-0.034629038483814996,0.019523026698835644
2013,-0.02319629241679181,0.021193339337881038
2014,-0.020845919671796654,0.02124484700497595
2015,-0.00016409908831894958,0.020817918929466824
2016,-0.009984166901849554,0.019855821540965643
2017,-0.0074838559042994714,0.02121854171913552
2018,-0.0027942338853427506,0.017658583976162177
2019,0.027783728009337576,0.018213530348741253
2020,0.0010018403419447314,0.016586688594210763
2021,0.005139298652327305,0.017128755303466317
2022,-0.0003229625619188567,0.01598132669113456
2023,-0.021727494469029766,0.01518581156162126
2024,0.004075401868308952,0.015988468000594832
