year,estimate,se
2014,0.013403479083753458,0.04121796016830238
2015,-0.04062116584085662,0.030877934258968995
2016,0.023298010823998273,0.05089032425429696
2017,-0.017664799247198493,0.03213436158471338
2018,0.011637454865587826,0.03721203001458399
2019,0.014015188654500618,0.036650904627378085
2020,0.002851247815232163,0.028883944841569986
2021,-0.04052224424782359,0.0225648470560228
2022,-0.006137414188431596,0.02794510607637981
2023,0.05394118373633372,0.06507267095101257
2024,-0.041886334240502934,0.022485747816000736
