year,estimate,se
2014,0.11573746114386728,0.07407894746319128
2015,0.06419805525192845,0.03847717126561436
2016,0.120567293402712,0.10778072290164287
2017,0.06201322072417873,0.04411626776306842
2018,0.008510170954158987,0.07798218418619023
2019,0.018303650261101496,0.07695394390972697
2020,0.08147474753955435,0.0806389356618949
2021,-0.047848088466229496,0.06391930760178734
2022,0.06987427446885862,0.09961611630721898
2023,-0.04065087794021386,0.09555887705142428
2024,-0.045398791955985375,0.09148969004723215
