cohort,estimate,se,states
2004,0.021632816903228137,0.020253927687066183,6
2009,0.03235577920211806,0.038138122887310215,34
2014,-0.025162847751759646,0.06221238161185869,44
2018,0.00641663556878607,0.0355334819009847,36
2020,0.004711646797491809,0.04415666207147377,"11, 53"
2021,0.05513190843458396,0.046248556828147096,25
2022,-0.027569861830633185,0.06782765877533684,9
2023,-0.04539752979029349,0.06134015572787159,41
2024,-0.016041573497724393,0.06661812970390531,8
