e,estimate,se
-10,0.014538788747736068,0.02530437344934985
-9,-0.04352389779789694,0.024751286426910456
-8,0.03679146176038049,0.023149832772776067
-7,-0.005228795486951762,0.026303353799664548
-6,0.030481327492290423,0.02785204157257915
-5,0.009812738133258354,0.026941916926058827
-4,-0.00737855122677419,0.025482040373479998
-3,0.025833034021018074,0.0235293451435806
-2,-0.002316740555034928,0.025844813377931115
-1,-0.014953157546489987,0.02652694927314374
0,0.0007259287426095402,0.026772222482106783
1,-0.038807887496466104,0.0292487801149656
2,-0.05845678554440594,0.028368103551600122
3,-0.029178689203971382,0.02973858282493685
4,0.00817921135785184,0.02625138612206451
5,0.023078634545787752,0.02949534337237744
6,0.003405575420339789,0.032434350123580265
7,0.03546033086766274,0.028563095622021865
8,0.023500233405040018,0.035380553456741154
9,0.022669328440734656,0.03928314570221874
10,0.03717212265837395,0.03470552473526822
