year,estimate,se
2004,-0.034635876666688326,0.06799467269749705
2005,-0.046150146866765884,0.06504329787117494
2006,-0.06701345060026853,0.06711625456089163
2007,-0.0468653283973458,0.07298130566688696
2008,-0.027407179409940974,0.07309859258001432
2009,0.015112786992338737,0.053786628190845724
2010,-0.010325497313669451,0.05633491513992776
2011,-0.0522000612194264,0.06210795854876757
2012,-0.01959752871205299,0.06630766321610357
2013,-0.02610038035090625,0.06882834660336949
2014,-0.029312675020554756,0.06558723187619825
2015,-0.005401069470119413,0.05938645537954716
2016,0.099582609434537,0.05923992439266342
2017,0.005714663492687102,0.06081449641228643
2018,0.010980154549284575,0.05791121954177097
2019,0.08225409770936842,0.04519706029284448
2020,0.030875262074081828,0.05377533139348085
2021,-0.03337747610690312,0.05200759084681704
2022,0.0870119623995109,0.050290606879281934
2023,0.058247719833770605,0.04681620322904569
2024,0.06206010824722673,0.045651230032561316
