year,estimate,se
2004,1.727041102811377,3.091951771886778
2005,1.283953165300776,3.5301744670236617
2006,-7.942696081294919,3.4832342378724626
2007,-2.18136121417405,3.3526025589322077
2008,-3.681358513015695,3.186771170781551
2009,-2.47213230300776,2.625129942831379
2010,-3.0439458971092437,2.7433257881212856
2011,-4.6578088178582515,2.659030989600784
2012,-5.280079907155867,2.572349461560489
2013,-4.172596314584873,2.7976445169478
2014,-1.8973748263602486,2.301982961922406
2015,-2.994927608382091,2.885645896377165
2016,-1.374010042030702,2.6760620580175267
2017,0.5412656192343767,2.8362837690483738
2018,0.5167163737126974,1.9993891019814947
2019,1.6642421189998458,2.09596744369654
2020,-0.17076392817641908,1.8126004788229413
2021,-0.343741555186865,1.8493640624368561
2022,-0.45601160402388075,1.8135453848006629
2023,-2.6023647134372223,1.8866438554508553
2024,2.4880941013816043,1.9307268676313971
