year,estimate,se
2004,0.00975950268374444,0.010745486223416057
2005,0.007053569172761939,0.010359836821217824
2006,0.013408401519375154,0.010163685991360761
2007,-0.008572480793442694,0.010873284894506499
2008,0.0004118545949729352,0.010604208457018614
2009,0.006149479261636137,0.009487269621034343
2010,-0.0009360452727400771,0.00849318027156703
2011,-0.010757212839797935,0.009464083031592204
2012,-2.3129887027462873e-05,0.008821107696939242
2013,-0.005516626730177374,0.008730252504299424
2014,-0.010769973172813838,0.008853787636869354
2015,-0.014477617215116836,0.008631479153156563
2016,-0.0011699737393432068,0.009678797519291762
2017,0.0014611836198481656,0.008871664443466763
2018,-0.0016568401608089186,0.008427173450577873
2019,-0.006177011897827945,0.00802586153005147
2020,-0.012580946914610031,0.0075117941063529816
2021,-0.0037404988301034774,0.008522700074750398
2022,-0.00022497119195509998,0.007834726687671269
2023,-0.0032737948951848954,0.0071130404139751625
2024,0.000469141612190987,0.007218400797882925
