e,estimate,se
-6,-0.021765770507522663,0.02334862666296325
-5,0.02675896236814239,0.021930382615726204
-4,-0.013393219547264981,0.02527054101515512
-3,-0.019267834096334386,0.026225596932807318
-2,0.030065883816905087,0.021980213808187064
-1,-0.013958126426860278,0.020256994105531344
0,0.007496261467343901,0.019420561247364906
1,0.030697762124936766,0.01987543628707761
2,0.002864802647224951,0.023523185637319314
3,0.014782838949847863,0.02467849499169806
4,0.01995606882916674,0.024742686299289992
5,0.023650335630162757,0.02857985751677375
6,0.05057125085622751,0.029798078285401937
