year,estimate,se
2004,-0.003548574796058121,0.012603611079433431
2005,-0.02176453272482254,0.012133301887477339
2006,-0.008527074976338853,0.012474570173764549
2007,-0.011227810454888146,0.012875274952003893
2008,-0.0023632995448498034,0.013090789131793451
2009,0.00467016875395583,0.01144592867224297
2010,-0.00028801025760921705,0.009856169239979338
2011,-0.0039034582075326367,0.010656624996381736
2012,-0.01060932363020743,0.00992868588524684
2013,-0.014524151859827613,0.011266422555804506
2014,-0.019886075376455127,0.011510403357379998
2015,-0.018889807157483913,0.011186207810679383
2016,-0.002327898456488179,0.010629891660309402
2017,-0.004357027397349008,0.011176036509401174
2018,-0.015332736575780133,0.009662826242659774
2019,-0.0028921854843677584,0.009363879024271415
2020,-0.004043344031591555,0.008993443766532666
2021,-0.016053589884780825,0.008890996520057518
2022,-0.01579629236460496,0.008234802823375662
2023,-0.014838354066565522,0.008444773680738864
2024,-0.00863695525874726,0.00764738421164382
