g,t,ATT
2004,1990,-2.6182152978950697
2004,1991,1.6550801014577168
2004,1992,-2.1713203795890266
2004,1993,2.782725798060362
2004,1994,0.6638102647734705
2004,1995,-3.064590685281761
2004,1996,2.2903030912308857
2004,1997,-2.030469883206866
2004,1998,2.2435437619384437
2004,1999,0.5000061491252765
2004,2000,-0.20518804882601316
2004,2001,0.4167580478234818
2004,2002,-2.3915643585484396
2004,2003,1.252276587791581
2004,2004,-2.1975686989088317
2004,2005,2.300855112295384
2004,2006,0.8566629562904673
2004,2007,-0.9686206540285518
2004,2008,1.5787627923365655
2004,2009,-0.1349652298465962
2004,2010,0.08267251085669614
2004,2011,0.22917312039395554
2004,2012,0.44497217763190733
2004,2013,-1.6129807480778808
2004,2014,1.117754858285224
2004,2015,-2.7425566616045067
2004,2016,-0.23066467954366132
2004,2017,-0.7606693483887135
2004,2018,1.4374811778650205
2004,2019,-0.20428367230492483
2004,2020,-2.860267340053845
2004,2021,-0.5124805552113223
2004,2022,3.0101444773090478
2004,2023,-0.26783268966757845
2004,2024,-2.022841589803928
2009,1990,-0.598944951747729
2009,1991,3.100690065271589
2009,1992,-5.585192568467516
2009,1993,5.210939115248067
2009,1994,-2.483616339199031
2009,1995,1.856253823434102
2009,1996,2.1875567581453517
2009,1997,-2.6039745372076553
2009,1998,0.637127511438095
2009,1999,1.3967373901864484
2009,2000,-3.785469328844158
2009,2001,3.036290502973312
2009,2002,-1.0102915767998475
2009,2003,0.6243811097197174
2009,2004,-1.0497352940934235
2009,2005,6.766641513102311
2009,2006,-5.4195650264116715
2009,2007,-1.1428318579389405
2009,2008,-1.965496957538047
2009,2009,1.0276105134698739
2009,2010,6.695796542062684
2009,2011,5.345056380671448
2009,2012,7.706130185126252
2009,2013,-3.6130740407775264
2009,2014,0.29573077700461425
2009,2015,0.3821025915629832
2009,2016,10.834418429488732
2009,2017,-3.4405397125573742
2009,2018,-2.122541493604679
2009,2019,1.5609065183940487
2009,2020,0.636670488044949
2009,2021,-0.910384529048148
2009,2022,4.650261934182115
2009,2023,3.2652237230547705
2009,2024,5.593477881138572
2014,1990,-1.0290752718398117
2014,1991,-3.353275675429167
2014,1992,3.570060054248195
2014,1993,5.554094589399405
2014,1994,-4.740200971526413
2014,1995,4.8143729613775506
2014,1996,-4.390544384207711
2014,1997,0.7045117137572632
2014,1998,6.306055988425204
2014,1999,-0.8226334970987956
2014,2000,-7.246740263055543
2014,2001,2.3920559708490643
2014,2002,4.218443308858419
2014,2003,-4.364174432593092
2014,2004,-2.885045987477323
2014,2005,4.967132855775418
2014,2006,-1.163176557040309
2014,2007,4.998158614774788
2014,2008,-2.2115181708574596
2014,2009,-0.4629107551981413
2014,2010,-1.400501520375638
2014,2011,1.5813314573250707
2014,2012,-3.9116422233550985
2014,2013,0.6435713886268957
2014,2014,-1.093917658969744
2014,2015,3.400180714447064
2014,2016,0.9035409099304168
2014,2017,0.8995882910023809
2014,2018,9.764542232208022
2014,2019,9.79873635630841
2014,2020,5.64079202921004
2014,2021,4.285016442037406
2014,2022,2.267802636210849
2014,2023,6.236920491730412
2014,2024,-4.760241589523176
2018,1990,-0.014220970794418974
2018,1991,1.7058024661553794
2018,1992,-0.40027782753688257
2018,1993,-3.3069520654694493
2018,1994,0.8878379270388308
2018,1995,-0.956944937709622
2018,1996,1.6303197187903748
2018,1997,1.4520368605280183
2018,1998,-0.658054885428534
2018,1999,2.859564438094079
2018,2000,1.2219423537868614
2018,2001,-3.3743341064388233
2018,2002,0.575877225733624
2018,2003,-2.5128333621251713
2018,2004,1.9082209209091836
2018,2005,2.8793108267312064
2018,2006,-0.5083621344642175
2018,2007,-2.213934319344947
2018,2008,2.1299274207494
2018,2009,-1.974370294491134
2018,2010,-0.23458270732290032
2018,2011,3.1081944507142865
2018,2012,-4.218305945976475
2018,2013,2.072378837683903
2018,2014,-2.1141558350719656
2018,2015,-0.17693611147029742
2018,2016,2.8725611249086604
2018,2017,1.7898014964695328
2018,2018,0.2869135276163348
2018,2019,-3.9650904471601294
2018,2020,-2.115439182682504
2018,2021,-3.7467974116503306
2018,2022,-0.2861005871383888
2018,2023,-0.37282536898048235
2018,2024,-1.2586491826350077
2020,1990,-4.484884748747653
2020,1991,2.4506974001686253
2020,1992,2.471624693542317
2020,1993,-6.025288437221089
2020,1994,-0.9060966275737492
2020,1995,-0.1742055530701876
2020,1996,1.8409250150643395
2020,1997,-3.6173661465114044
2020,1998,1.2639590116543715
2020,1999,-0.7424933632229056
2020,2000,2.4212931397388964
2020,2001,-0.8992752448723422
2020,2002,1.0168534201252903
2020,2003,1.858339293728939
2020,2004,-0.9915582551007596
2020,2005,-1.9272262654984509
2020,2006,2.7567308183861776
2020,2007,-3.8656186067791616
2020,2008,-2.130497703001339
2020,2009,4.554214451287514
2020,2010,-0.06718094735283131
2020,2011,-2.2719939780709346
2020,2012,0.24441158876577518
2020,2013,2.2210184161215523
2020,2014,2.6729303107712497
2020,2015,-7.241273511766892
2020,2016,3.5305078398045033
2020,2017,0.7077775007004128
2020,2018,1.8317644423941388
2020,2019,-1.2666513761879408
2020,2020,0.07229941306653487
2020,2021,4.679624598829804
2020,2022,-3.837643534041291
2020,2023,1.6195628969655722
2020,2024,-1.2449277251408368
2021,1990,-1.7522455428819939
2021,1991,-0.25125941843606725
2021,1992,2.9622628008918
2021,1993,-2.7452539445638244
2021,1994,1.6469773301058659
2021,1995,4.153965972813058
2021,1996,-3.822110392638777
2021,1997,-2.381589383986718
2021,1998,0.26847270007959523
2021,1999,-1.310390015037182
2021,2000,-0.9014581604204999
2021,2001,1.5353219332550303
2021,2002,1.616467748768983
2021,2003,-1.0837984415968158
2021,2004,-0.6321926701293847
2021,2005,3.0877959732992935
2021,2006,3.682745774218077
2021,2007,-3.8087427090791053
2021,2008,-0.9972532010521427
2021,2009,-3.598839744393146
2021,2010,3.4251759210528583
2021,2011,4.10360620109828
2021,2012,-6.643824925729152
2021,2013,-0.09945610707586994
2021,2014,1.861112129163704
2021,2015,6.4427811557606915
2021,2016,-6.722508744594887
2021,2017,7.194699010302184
2021,2018,2.9393682052966525
2021,2019,-3.6831613846108553
2021,2020,-1.9101061627874785
2021,2021,-3.9236228066145067
2021,2022,6.761983978715115
2021,2023,6.055879184118268
2021,2024,-6.2400969697918995
2022,1990,-1.98089679878764
2022,1991,2.924166849924653
2022,1992,1.4391542395448695
2022,1993,-1.6599029678644044
2022,1994,3.150770611526191
2022,1995,-3.164805822295097
2022,1996,-4.817912094432533
2022,1997,3.285649307892726
2022,1998,-0.5714006917450014
2022,1999,1.1554114825872972
2022,2000,4.496798590329899
2022,2001,-1.9454130771185518
2022,2002,-2.866225037415834
2022,2003,-0.5238081798114571
2022,2004,1.3185296426993567
2022,2005,-3.4997353647559315
2022,2006,6.7202881170930056
2022,2007,-3.5445974448637756
2022,2008,-1.8567012753366257
2022,2009,4.741103186466582
2022,2010,-2.12546205159763
2022,2011,-0.4961678810525001
2022,2012,1.2593076087498005
2022,2013,0.45677683623817344
2022,2014,3.0786526948746804
2022,2015,-12.493121932567544
2022,2016,4.864949963134588
2022,2017,4.388632407980101
2022,2018,-5.434349134072448
2022,2019,11.402636424183136
2022,2020,0.26721275912193576
2022,2021,-4.701901743248925
2022,2022,4.010224372952848
2022,2023,-2.287665119071235
2022,2024,-4.179249862003267
2023,1990,0.9330897186383922
2023,1991,3.5268783903448906
2023,1992,-4.288544214971822
2023,1993,4.254520266269136
2023,1994,-8.841978698691737
2023,1995,6.667494712636049
2023,1996,2.967536970676889
2023,1997,1.8143806774874989
2023,1998,-9.333376411421664
2023,1999,9.114156958282315
2023,2000,-7.675617442973444
2023,2001,-1.4326806804907122
2023,2002,3.6780267919419813
2023,2003,1.97341269928814
2023,2004,-0.9385585435834223
2023,2005,-1.283770078396003
2023,2006,-1.9564629973778551
2023,2007,2.854645166197752
2023,2008,2.163572603155231
2023,2009,-0.8542843706426133
2023,2010,-2.3196253984088493
2023,2011,-0.7648656814069739
2023,2012,0.014496060121928167
2023,2013,0.20479289300297054
2023,2014,-1.1206940354478974
2023,2015,1.6082226366573913
2023,2016,-1.9331346521825807
2023,2017,-5.316492382579781
2023,2018,5.206427488983763
2023,2019,0.9384719070577319
2023,2020,0.6192263668492437
2023,2021,1.5779833171658773
2023,2022,-2.9488558537330967
