e,estimate,se
-6,0.02790720593714931,0.011304668348702225
-5,0.000931270806484528,0.015029973614282998
-4,-0.0009823699872150364,0.015286219959085568
-3,0.006124365454269027,0.01911453868573163
-2,-0.00383508373000418,0.016866297808153827
-1,0.023450228955151413,0.020354270932410292
0,-0.04203292065769619,0.019365924708339838
1,-0.005944016506685904,0.022536233113287483
2,-0.009919749305646354,0.022755732950939318
3,-0.008086425795917592,0.024153009529759812
4,-0.005798729863920538,0.027726293325784867
5,-0.03147206922940656,0.022400638382766
6,-0.01177348822480394,0.025545593348604883
