e,estimate,se
-10,0.02102628054421879,0.026244288988626685
-9,-0.07625970025535637,0.02899259015733825
-8,0.02947348231464293,0.03174313609516399
-7,0.013467651689021334,0.030222320011739703
-6,-0.012068753213901552,0.03530981729346355
-5,0.003053356281097442,0.031943590918882624
-4,0.023634145693631824,0.03049375696215271
-3,-0.0073801160643971195,0.02798501999191544
-2,-0.025080983525685153,0.029959534452689018
-1,0.007951042285325985,0.028333494790101735
0,-0.0017893856024776339,0.03019971049386992
1,0.07325207802104414,0.02991722536918198
2,0.017187169225469437,0.027898221160543957
3,-0.005645377873577343,0.03249036111969021
4,0.05351420820417907,0.033226818740187694
5,0.024417832490505765,0.038482964342268174
6,0.020073379589316345,0.03720922645797917
7,0.06331993501332538,0.037535979045963244
8,0.04182037784533776,0.035239339020603395
9,0.00881539489857818,0.04402581393138579
10,0.0467311053558582,0.045646550412737595
