e,estimate,se
-6,-0.06520863895545298,0.04271964848583836
-5,0.03616405755858158,0.024860287632536802
-4,0.0051215991242488865,0.02543197936382336
-3,-0.015209993297591021,0.031329925007110314
-2,-0.006600812281327949,0.026854669061605472
-1,0.017678103874487743,0.02362143533279584
0,0.011936070524626578,0.024649803889960603
1,0.002547326229293873,0.02667434334751903
2,0.00062750136847065,0.025721390397083356
3,-0.0001840331307956076,0.028620459718198786
4,0.011105933530206098,0.03247671348352447
5,0.11426746341083442,0.09879263967508507
6,-0.03566294067604666,0.02701095118631432
