cohort,estimate,se,states
2004,-0.05555927051399494,0.9837245602671775,6
2009,-0.05858023936082768,1.4144809396168854,34
2014,0.06533474949895535,1.5080034069914754,44
2018,0.8095867002969607,1.1534213000067708,36
2020,-1.027515061191766,1.2836638157179243,"11, 53"
2021,-2.5674102005169424,1.451736239771287,25
2022,-3.590215515134021,2.4811758681867278,9
2023,1.1529898318619107,1.7945661714977952,41
2024,0.22978308430276329,2.3849947853449756,8
