year,estimate,se
2004,-0.006641895922412919,0.014098488520314865
2005,0.0043144724825218556,0.01321916012422412
2006,-0.014994552550008443,0.01279447644304998
2007,0.01023924028685623,0.012788908313028287
2008,-0.0063559281025894615,0.01503642840558136
2009,0.00041642686977247823,0.011155634858172093
2010,-0.004309072410518604,0.01114785038028099
2011,0.005012598753159099,0.01170089957057418
2012,0.0012802517507605608,0.010914181767827406
2013,-0.006600807432756938,0.011525766469057683
2014,-0.009954455352127044,0.010880801122288404
2015,-0.006773313007164579,0.010267276873993241
2016,0.0031365835634157638,0.010532665356075846
2017,-0.009915019336407687,0.010933713907356007
2018,-0.014754723625161718,0.008064790773678924
2019,0.006172673765312759,0.008932418597984016
2020,-0.0016836216284805542,0.008521780555724553
2021,-0.004213614001704608,0.007354390996567914
2022,-0.0021412491345649785,0.007617543678925475
2023,-0.004518828526382953,0.007054864712400956
2024,0.007547100332876963,0.0066837710195656605
