year,estimate,se
2004,-0.006848595915764158,0.01789881185423838
2005,-0.004244256545805278,0.019332304038251785
2006,-0.003141663328728561,0.019893973691650614
2007,0.0043699267441642126,0.019166285304271287
2008,-0.01549241188601881,0.01654157269745332
2009,-0.005934634745833396,0.015414262746089969
2010,0.006516346100317604,0.016467755805578754
2011,0.0009055749716640343,0.017310278093159073
2012,0.001121213726867732,0.015136968233841223
2013,-0.01971063299269273,0.01668292793569127
2014,-0.018520306844572253,0.015097176150107033
2015,-0.01287544910214002,0.016047409267165712
2016,-0.010980249351914818,0.016561807627355592
2017,-0.0004724813237988167,0.016098561201136095
2018,-0.0013975802116348223,0.0130620940754305
2019,-0.006459499370790008,0.013711291617613823
2020,-0.00919237861830165,0.012488196499610672
2021,-0.011284586088646815,0.011490200549788327
2022,0.002660037228480869,0.013120483825091418
2023,-0.009985956397699551,0.011854236670331498
2024,-0.0043231504566061275,0.011493412237414378
