e,estimate,se
-6,0.007493250221690956,0.15939383336560561
-5,0.02304300610145095,0.15074548936229135
-4,-0.06468750316434826,0.1469241392325333
-3,-0.10572409052954661,0.1156821433423014
-2,0.07199487186340398,0.10915345536704064
-1,0.05014110261859741,0.11220589315311759
0,0.05359973205301685,0.10439043905424748
1,0.010542321201855888,0.1116497407658989
2,-0.043083753084488904,0.10324281094216729
3,-0.07564899402421786,0.10653593144929778
4,-0.17598944097994093,0.1756104781128666
5,-0.0582503695901062,0.31503435456579665
6,-0.6954683140934552,0.27179377962064133
