cohort,estimate,se,states
2014,0.06576655114245132,0.24140807786184887,44
2018,-0.22580551273818322,0.21265285476396206,36
2020,-0.1542341199693542,0.22997546036415384,53
2021,-0.595021883442467,0.31001959226273484,"11, 25"
2022,0.4130573378876978,0.37851830667738867,9
2024,0.1971043572343616,0.5305745852200283,"41, 8"
