year,estimate,se
2014,0.013009102705836051,0.041159897520926116
2015,-0.042519043792679574,0.03094374117873438
2016,0.020010834712955013,0.05126778054550657
2017,-0.018806262035038795,0.0322378361543414
2018,0.007790544557810602,0.03736411908237802
2019,0.012342954649139084,0.0368452621241786
2020,0.003609639677150716,0.028951905378835022
2021,-0.03907067653400573,0.022594092224285205
2022,-0.004972230259980709,0.027939074653772957
2023,0.052971455776365924,0.06509263453599119
2024,-0.041886334240502934,0.022485747816000736
