year,estimate,se
2014,0.22517032412824756,0.103345286138002
2015,0.19309502819276414,0.10362066414641723
2016,0.2673173906463966,0.09857349243384503
2017,0.207740076737971,0.10100467542634561
2018,-0.04414662958525426,0.06873269930449365
2019,-0.05488252751212554,0.06658332655649707
2020,0.01736131324933865,0.04919082841172273
2021,0.014844507166997917,0.038859582569163394
2022,-0.10899510847621979,0.05494053686995254
2023,-0.1040649400912829,0.08750931767656893
2024,-0.009755651389392944,0.11068930350948304
