event_id,state,event_ym,mw_before,mw_end,pct_window,n_steps,post_avg,pre_avg,weight
2,Alaska,2003-01,5.65,7.15,0.2654867256637168,1,0.009507175149563174,-0.044839659366553125,0.0023326666066686846
4,Alaska,2015-01,7.75,9.84,0.2696774193548388,2,-0.08110219741584643,-0.029851966660295784,0.0019948675541565496
6,Arizona,2007-01,5.15,7.25,0.4077669902912619,2,-0.09616592556928003,-0.04174641128802675,0.02024886358221511
7,Arizona,2017-01,8.05,12.0,0.4906832298136645,3,-0.02247129907540183,-0.01325323063303771,0.019221980532424122
8,Arkansas,2006-10,5.15,7.25,0.4077669902912619,2,-0.02864119950325019,-0.025690005027738133,0.008265942958109843
9,Arkansas,2016-01,7.5,9.25,0.2333333333333334,3,-0.02710573258825196,0.004165312248803579,0.008905848461159091
12,California,2014-07,8.0,11.0,0.375,3,0.003758640711375754,0.01000101003844546,0.10395469671791915
13,Colorado,2007-01,5.15,7.25,0.4077669902912619,1,0.03761232512464785,0.053310640531718245,0.01301724688524643
14,Colorado,2017-01,8.31,12.0,0.4440433212996388,4,-0.021865705069492827,-0.029182856975253274,0.012872920863590756
16,Connecticut,2014-01,8.25,10.1,0.2242424242424241,3,0.008438868566531671,0.005540347651059513,0.011095754101042788
20,Delaware,2019-01,8.25,10.5,0.2727272727272727,3,0.02821239935108278,0.021587880639550833,0.0019690107985837263
22,District of Columbia,2005-01,6.15,7.55,0.2276422764227641,3,0.019021873542493573,0.03701238675402062,0.0012489234517430356
23,District of Columbia,2014-07,8.25,12.5,0.5151515151515151,4,0.01905211561657419,0.025904757801014595,0.0011702270669849938
24,Florida,2005-06,5.15,7.21,0.3999999999999999,2,-0.0018962621743823307,0.006429460227206918,0.047216970151574486
25,Florida,2021-10,8.56,13.0,0.5186915887850467,4,0.01696472654195285,0.017718261026819837,0.046808125428747765
27,Hawaii,2015-01,7.25,10.1,0.3931034482758619,4,0.0036299634843217146,-0.015899396071162253,0.0039383832153360296
28,Hawaii,2022-10,10.1,14.0,0.3861386138613862,2,0.043749442586965004,0.017772425367749686,0.0037374479367111345
29,Illinois,2004-01,5.15,7.5,0.4563106796116503,3,0.009515965121019522,0.026735910829253806,0.03630140898455304
30,Illinois,2020-01,8.25,13.0,0.5757575757575757,5,-0.026743677889554042,-0.03901125887997377,0.03633313151265429
32,Iowa,2007-04,5.15,7.25,0.4077669902912619,2,0.025936458299404802,0.013659013372144813,0.00865802314779291
33,Kentucky,2007-07,5.15,7.25,0.4077669902912619,3,0.013353646716149664,0.01464873737158126,0.012492078802364795
35,Maine,2002-01,5.15,6.5,0.2621359223300969,2,0.02436271589637727,0.00738448999267291,0.0033954735678273537
36,Maine,2017-01,7.5,12.0,0.6000000000000001,4,-0.013587203682252372,-0.07297062770681309,0.0032666234288606707
37,Maryland,2007-01,5.15,7.25,0.4077669902912619,3,-0.014168709197355675,0.031103786656403537,0.015891188291260926
38,Maryland,2015-01,7.25,10.1,0.3931034482758619,4,0.012354082588104366,0.019670886877607055,0.01548970611955235
41,Massachusetts,2015-01,8.0,11.0,0.375,3,-0.028884177689811552,-0.04757094596498512,0.01953550631136098
42,Michigan,2006-10,5.15,7.4,0.4368932038834952,1,-0.03638691175671616,0.00882061399934872,0.033075681671077516
43,Michigan,2014-09,7.4,9.25,0.25,1,-0.010387947219734905,-0.02441838789702938,0.025190711414556692
45,Minnesota,2005-08,5.15,6.55,0.2718446601941746,2,-0.02079891881228786,0.004114283068257868,0.016004134640125067
46,Minnesota,2014-08,7.25,9.65,0.3310344827586207,3,0.06490785990313486,0.016502319636465618,0.014597461836677202
47,Missouri,2007-01,5.15,7.25,0.4077669902912619,2,0.029984984171383393,0.06162385267525905,0.016716269117048266
48,Missouri,2019-01,7.85,11.15,0.4203821656050956,4,0.022752456553436246,0.02632258144579762,0.017383895626599755
50,Montana,2007-01,5.15,7.25,0.4077669902912619,3,-0.06802021413431517,-0.04027849717433371,0.002949875723700767
51,Montana,2022-01,8.75,10.55,0.2057142857142857,2,-0.037779228552742995,-0.07956147609317839,0.0025414311884308705
52,Nebraska,2015-01,7.25,9.0,0.2413793103448276,2,-0.026593991432748203,-0.02939031076192461,0.0051887188950905175
53,Nebraska,2023-01,9.0,13.5,0.5,3,0.003313864438248007,-0.0951898902199096,0.00555127132952745
54,Nevada,2006-12,5.15,8.25,0.6019417475728155,4,-0.0633068650787264,0.01836962640301376,0.007858385276711143
55,Nevada,2020-07,8.25,11.25,0.3636363636363635,4,-0.011416826563116364,0.011429030937135334,0.006991935924984809
56,New Jersey,2005-10,5.15,7.25,0.4077669902912619,2,-0.05816226471021642,-0.024754316391261424,0.028989890319926388
58,New Jersey,2019-07,8.85,14.0,0.5819209039548023,5,-0.005828620706267704,-0.046089688401314485,0.023025297110734314
59,New Mexico,2020-01,7.5,12.0,0.6000000000000001,3,0.008654692087189542,0.013550142897478704,0.004927309264456201
60,New York,2005-01,5.15,7.15,0.3883495145631068,3,-0.02504563266840376,-0.00548404155678614,0.053067830666241045
61,New York,2014-01,7.25,9.7,0.3379310344827586,3,-0.00981295386314383,0.010629038095905277,0.05175231171480116
62,North Carolina,2007-01,5.15,7.25,0.4077669902912619,3,0.004852032672695947,-0.011126819099275959,0.025524366027263573
63,Ohio,2007-01,5.15,7.3,0.4174757281553396,1,-0.02989447687560335,0.012627468820003485,0.03473059697094773
64,Ohio,2022-01,8.8,10.7,0.2159090909090908,2,0.005706679969098356,-0.000527460881560346,0.030736135363036956
65,Oregon,1997-01,4.75,6.5,0.368421052631579,3,-0.09255391836163923,-0.08747591745746075,0.00918431281343088
68,Oregon,2016-07,9.25,11.25,0.2162162162162162,2,0.06205870880729331,0.018275160834166637,0.010725641502810138
69,Pennsylvania,2007-01,5.15,7.25,0.4077669902912619,2,0.029088740800227296,0.015873445838227862,0.03709156312991625
71,Rhode Island,2004-01,6.15,7.4,0.2032520325203251,2,-0.049363665887689916,-0.04070187913846671,0.003104259624171828
72,Rhode Island,2015-01,8.0,10.1,0.2624999999999999,3,-0.021049324263033624,-0.006136276843359753,0.002987301737289853
73,South Dakota,2015-01,7.25,8.85,0.2206896551724138,1,-0.04281307021449445,0.023383465347525306,0.002366709654590769
74,South Dakota,2022-01,9.45,11.5,0.2169312169312169,2,0.01782958534389948,0.007410150148516384,0.0024602156192142003
77,Virginia,2021-05,7.25,13.5,0.8620689655172413,4,0.0017414262370681263,-0.062175034984181046,0.020391053652918028
80,Washington,2017-01,9.47,13.5,0.4255543822597676,2,-0.03463502819754031,-0.03845431124795855,0.0201487893155146
81,West Virginia,2006-07,5.15,7.25,0.4077669902912619,3,-0.013462281369165975,0.0162909240596317,0.005204277362045973
82,West Virginia,2015-01,7.25,8.75,0.2068965517241379,2,0.00965869233372988,0.047946405941411405,0.004455820509622466
84,Wisconsin,2005-06,5.15,6.55,0.2718446601941746,2,-0.06210935973368849,-0.03776846290472238,0.015713528518096563
