e,estimate,se
-10,-0.0020322188594405766,0.017297354300254596
-9,-0.04096437180181784,0.01672988485023962
-8,0.02064785104537634,0.016285136839679894
-7,0.005688034442491524,0.017329285161477647
-6,0.0028371773670202347,0.018727956827231933
-5,0.009983957570113226,0.01867480962618614
-4,-0.0024736447823239674,0.01784479487127309
-3,0.010619771967026882,0.01772959711781076
-2,0.004530940333852318,0.018325695350515002
-1,-0.00046073406032527193,0.019043766531567693
0,-0.009615663464374253,0.018616551989646173
1,-0.004145701629952267,0.01935524854325549
2,-0.011138347652811397,0.020447846577361237
3,0.018797653479031347,0.019991342637606536
4,0.004823139942630978,0.022569427862000373
5,0.01878980631030053,0.023229259354254378
6,0.023466942278524708,0.021711510471586048
7,0.025854638653574444,0.02470517197098763
8,0.02831450431920044,0.02439659324309474
9,0.03574825604949653,0.025556183247833385
10,0.04080356060412006,0.025419931557706787
