year,estimate,se
2014,0.3669296814731489,0.3101142992626369
2015,0.28343728064783935,0.2817750164124665
2016,0.10895939040617762,0.28429230425976476
2017,0.3066700110912941,0.2724328336977036
2018,-0.1117777742331586,0.2233491256307714
2019,0.019581848257949817,0.26902106508918333
2020,0.08618580104894696,0.1908654350311692
2021,-0.1574758476359793,0.20437499811315674
2022,-0.0642587188875756,0.21705127760462625
2023,-0.12243347190971779,0.4034339430953227
2024,-1.043037842989299,0.3385528699123211
