g,t,ATT
2004,1991,-0.03576972318652838
2004,1992,0.04231149099108933
2004,1993,0.024042259304067226
2004,1994,-0.0772722976841691
2004,1997,-0.10592443927970485
2004,1998,0.11250982634143758
2004,1999,-0.06526454486263278
2004,2000,0.07129661173154866
2004,2001,-0.1257474629020361
2004,2002,0.05853374766746078
2004,2003,0.04167359959055472
2004,2004,-0.05127274826973571
2004,2005,-0.06636157042941193
2004,2006,-0.1354031982634848
2004,2007,-0.035365627215768414
2004,2008,-0.06317797647517809
2004,2009,-0.03729246855065371
2004,2010,-0.02768221001588822
2004,2011,-0.08368191100867017
2004,2012,-0.044296191961229914
2004,2013,-0.03821688036291837
2004,2014,-0.030607279505295626
2004,2015,-0.026089578036659344
2004,2016,-0.032254387820487174
2004,2017,-0.00018194213534028503
2004,2018,-0.11414582864675238
2004,2019,-0.03203522453690444
2004,2020,-0.029872017368829273
2004,2021,-0.03732617640868752
2004,2022,0.04960490079832103
2004,2023,-0.07840539257242685
2004,2024,0.05405622148303779
2009,1991,-0.011187301049391807
2009,1992,0.016423860845129035
2009,1993,0.07041177019162426
2009,1994,-0.04784395422404153
2009,1997,-0.04678300115342271
2009,1998,0.04729098123496889
2009,1999,-0.025807372774354076
2009,2000,0.025284570290288078
2009,2001,-0.06907924646294905
2009,2002,0.02226511211417148
2009,2003,0.04979418264082647
2009,2004,-0.004404847109641841
2009,2005,-0.11206187187936667
2009,2006,0.07329393856232291
2009,2007,-0.0509567686095872
2009,2008,0.08319981863251802
2009,2009,-0.05452390149514963
2009,2010,0.021203449031229282
2009,2011,-0.023474696475276224
2009,2012,-0.059188468218414836
2009,2013,-0.026063449398478378
2009,2014,-0.015771310601360833
2009,2015,0.013838153967695388
2009,2016,0.05971641199968636
2009,2017,-0.030962654745929297
2009,2018,-0.21044489985640824
2009,2019,0.0324007021885061
2009,2020,-0.046200935478649674
2009,2021,-0.21113500292066922
2009,2022,-0.010322280359904457
2009,2023,-0.049715985813003405
2009,2024,-0.020904755659680307
2014,1991,-0.1678297133657055
2014,1992,0.1987343505805017
2014,1993,-0.17389935100357656
2014,1994,0.11464380773386762
2014,1997,-0.06271424748770937
2014,1998,0.1340752997545953
2014,1999,-0.02317967647155239
2014,2000,-0.09984437905871646
2014,2001,-0.028552063743535805
2014,2002,0.09502679491651811
2014,2003,-0.08146968653414932
2014,2004,0.01750483436127015
2014,2005,0.039453161158545136
2014,2006,-0.04656208901126302
2014,2007,0.04302882208006176
2014,2008,-0.08568411669144826
2014,2009,0.11008758726800183
2014,2010,0.008661283543338172
2014,2011,0.016141193427222422
2014,2012,-0.0353923905819058
2014,2013,0.05315506566903405
2014,2014,-0.2744078484569361
2014,2015,-0.01563918596239877
2014,2016,-0.019413531926212424
2014,2017,-0.018516557502019304
2014,2018,-0.10926284765876326
2014,2019,-0.04672924173739268
2014,2020,-0.027738464734191393
2014,2021,-0.13663073594466424
2014,2022,-0.008867026647549903
2014,2023,-0.031305564968804434
2014,2024,-0.03158125587206739
2018,1991,-0.051202239207244316
2018,1992,0.06953588194446014
2018,1993,-0.04491509347445222
2018,1994,0.011291247065898014
2018,1997,-0.044782211876416844
2018,1998,0.08059702045007977
2018,1999,-0.033954935419391985
2018,2000,-0.014117165800892506
2018,2001,0.05167923655097606
2018,2002,0.007822102555875787
2018,2003,-0.04402901200259002
2018,2004,-0.007910886847990684
2018,2005,0.04182222226701826
2018,2006,-0.004777846237593475
2018,2007,-0.06457615395984229
2018,2008,0.04784895992244198
2018,2009,0.029815001979824673
2018,2010,-0.16042088718735625
2018,2011,0.0633933050641744
2018,2012,0.021641325018218138
2018,2013,-0.04053418509085993
2018,2014,0.07567153459522113
2018,2015,0.026343834865843352
2018,2016,-0.05771521461226303
2018,2017,0.09315879968337437
2018,2018,-0.10018625036166273
2018,2019,-0.07777762997658977
2018,2020,-0.01569087074096054
2018,2021,0.0069902863423382255
2018,2022,0.042922263207995526
2018,2023,-0.029609844431733978
2018,2024,-0.04024948471580303
2020,1991,0.03464367982341543
2020,1992,-0.01636526128420357
2020,1993,0.017928155553751046
2020,1994,0.13126664060470938
2020,1997,0.07312966277554256
2020,1998,0.054845683998490324
2020,1999,-0.09049761246344601
2020,2000,-0.04666600567347534
2020,2001,0.12354792890855726
2020,2002,-0.05130434205258305
2020,2003,0.020542617700496257
2020,2004,0.04484800151134294
2020,2005,-0.0417504343951296
2020,2006,0.04035890603092929
2020,2007,-0.09800128764574167
2020,2008,0.08612296921305895
2020,2009,-0.02527814313976051
2020,2010,0.02612768644579344
2020,2011,-0.08324159798475383
2020,2012,-0.01205051757005371
2020,2013,0.10357646298626422
2020,2014,-0.03872094019596384
2020,2015,-0.08238477434058822
2020,2016,0.025512718611198304
2020,2017,0.0017842650232252621
2020,2018,0.10934525306193021
2020,2019,-0.07028136040854738
2020,2020,0.04380630810670627
2020,2021,0.08311384882992401
2020,2022,-0.010850062686053263
2020,2023,0.022467461455764726
2020,2024,-0.10205528500604788
2021,1991,0.0018440903584349133
2021,1992,0.040797063725263816
2021,1993,-0.0024172105266511146
2021,1994,0.0035518006870360885
2021,1997,0.03834901226111975
2021,1998,-0.06130422346086528
2021,1999,-0.020394293859051782
2021,2000,-0.10072054898956673
2021,2001,0.16241332226990735
2021,2002,0.004042785409290595
2021,2003,0.08459089196687908
2021,2004,-0.017312623582627307
2021,2005,-0.075895287210198
2021,2006,-0.02124102915301418
2021,2007,-0.02176660604411562
2021,2008,-0.046842563052479025
2021,2009,0.0958744337451416
2021,2010,-0.06570963056571721
2021,2011,0.029145627456194534
2021,2012,-0.013117786997528302
2021,2013,0.08451354764746466
2021,2014,-0.09485585255759521
2021,2015,0.11797304182553936
2021,2016,-0.0037743459638136523
2021,2017,-0.03563124209326385
2021,2018,-0.04390269417373982
2021,2019,0.05221822645582341
2021,2020,-0.07500484856082368
2021,2021,0.09382738349011188
2021,2022,0.07156907791663314
2021,2023,-0.04081960648098837
2021,2024,0.011679354368225314
2022,1991,-0.30488886981672136
2022,1992,0.27465444967607133
2022,1993,0.03766376342741762
2022,1994,-0.10389147217177319
2022,1997,-0.14238854343272045
2022,1998,0.16370271229325783
2022,1999,-0.02317967647155239
2022,2000,-0.15251521504123322
2022,2001,0.09835409702540221
2022,2002,0.02016896735713991
2022,2003,-0.136886218243764
2022,2004,0.024354582668069225
2022,2005,-0.007421808664159868
2022,2006,0.08217852533156522
2022,2007,-0.08923811917087165
2022,2008,0.06594888033475377
