cohort,estimate,se,states
2004,0.022531524690712363,0.031774377318476946,6
2009,0.09522654724703908,0.047739905096111514,34
2014,-0.04190541320785778,0.06818420518924748,44
2018,-0.029206970282330134,0.03564520398378273,36
2020,-0.06575548016993453,0.04503858540362935,"11, 53"
2021,0.03717482017270379,0.04843530383868708,25
2022,0.028309843248705186,0.08862549568958404,9
2023,-0.012951789469045571,0.09034960466363805,41
2024,-0.010102058155621263,0.0896319369368551,8
