cohort,estimate,se,states
2005,0.0542050002590592,0.04364092032768268,6
2010,0.0495925866765127,0.08072908605854417,34
2014,-0.09144533202567462,0.07324990706612465,44
2018,0.0314798577553807,0.06461118977375897,36
2020,0.12459151405529821,0.09917896407849575,53
2021,0.0334020173761717,0.07813495760245269,"11, 25"
2022,0.037854909647144414,0.14249286173589873,9
2024,-0.017207806133667902,0.11643366502094817,"41, 8"
