year,estimate,se
2004,-0.0263355702493534,0.0437362004487991
2005,0.0966655199190034,0.0406511884924606
2006,0.02624887868993697,0.04163303183931558
2007,0.0001874217619419749,0.04451302973607679
2008,0.06632745481822766,0.04161146782513748
2009,0.014867511604965054,0.040756549410433614
2010,0.052087473109540074,0.04075597347355399
2011,0.03310855150805417,0.0392925070441639
2012,0.06984291346892235,0.03572087865096293
2013,0.009107954301273187,0.043753032682828194
2014,0.04931510459362674,0.04190961371124739
2015,0.003412134648438516,0.043286939963834085
2016,0.10174116649033418,0.03999818035991053
2017,0.013101783734152125,0.04338803578161
2018,0.06069013489621774,0.03550948534679076
2019,-0.004385040239617093,0.04033096409949286
2020,-0.027500932471355443,0.038450091048377884
2021,0.016539879219375334,0.0406052887008746
2022,0.07989576234692196,0.037007620648548484
2023,0.07021718079255738,0.040231074452598485
2024,-0.00912510555725268,0.03872956157682499
