e,estimate,se
-10,0.0709056855598883,0.04753439327740729
-9,-0.08540983832336743,0.04953173305386565
-8,-0.026336014525234878,0.05845395903448139
-7,0.09711619465629076,0.05784005317465348
-6,-0.011036737656359388,0.052959886642418096
-5,-0.029093301418305108,0.05941880600102678
-4,0.07826833545466991,0.05652695279255646
-3,-0.009826736662854052,0.05213435676889364
-2,-0.03505087890516896,0.055727846862900624
-1,-0.06410251025834479,0.05706094264353849
0,0.04481087794997904,0.0626002781757275
1,0.06904384680677128,0.05673308603829593
2,-0.008023333864527431,0.0620204008295114
3,0.04472319593146152,0.05770484391020998
4,-0.040693216218895864,0.07035242382245713
5,-0.016133803497946284,0.08324708665165528
6,0.007707868304313151,0.0705059966872985
7,-0.032714588796835205,0.08464800424509106
8,0.017935541089024856,0.08063142047691686
9,-0.09423455966825561,0.08667828214053824
10,-0.0677681195992303,0.08887858501289889
