year,estimate,se
2004,0.004021751848356847,0.04754238759531556
2005,0.024872825705635204,0.04466185994367727
2006,0.03675139760382318,0.042548824254709496
2007,0.08271115223038816,0.040637442651218936
2008,0.034045462566240636,0.03952670119507267
2009,0.02562498127068822,0.03334843676359857
2010,0.03900227464049224,0.03265182471377895
2011,0.010456019007120256,0.03400047882238119
2012,0.06861508844472171,0.03173953869996129
2013,0.015322479345845174,0.03820668690546684
2014,0.0364933633115893,0.032251939141916326
2015,-0.017599329321920945,0.0365753938884852
2016,0.04343245694481114,0.03284769198151717
2017,0.02014047760089953,0.03539015641480536
2018,0.014353515482840841,0.02685326742252237
2019,0.027796866781578656,0.02839394473930455
2020,0.010008803003979628,0.026867689137564422
2021,0.031689496326829755,0.025329237355603093
2022,-0.020022017835985916,0.0243014855032644
2023,0.020551003755347057,0.030694709974250722
2024,0.026791342745268634,0.02335407186240295
