e,estimate,se
-10,0.01836185442052979,0.014467221461374136
-9,-0.030513401708874722,0.015623589176422049
-8,0.018908389073157627,0.015668064265563733
-7,0.00914862792532039,0.0164725539518939
-6,-0.005367331179438066,0.017002928584553274
-5,-0.0019282574152581701,0.016124338566579053
-4,0.010713703394092186,0.01563901286541872
-3,0.01133310421623386,0.01576866021649208
-2,0.017937119598520866,0.015406827100280667
-1,-0.013074065746024382,0.017702648691993925
0,-0.006979058855847996,0.016006672316176963
1,0.006895878706549593,0.01789587264163498
2,-0.019097975887801384,0.0175245549240042
3,-0.01864897211177149,0.0176796568361871
4,-0.01614371931966591,0.019601133999390948
5,-0.005788718073023222,0.01962967173153176
6,-0.008717700408260028,0.020926666193315933
7,0.017894827080354298,0.02164403096175467
8,0.018599040390109508,0.02252145102131469
9,0.015123859121981796,0.024555548854972208
10,0.03841700899174895,0.024718631107546303
