year,estimate,se
2004,-0.03698550145003532,0.016437674450872516
2005,0.004513098513924675,0.015401902968714291
2006,-0.014734212375696831,0.01566566896282386
2007,0.015873282714772285,0.015974736982906593
2008,0.027296000589967284,0.016078190311236404
2009,0.007497857672925976,0.014366849291598273
2010,-0.004433061444461426,0.014778291910211879
2011,0.01863249065215386,0.014648162807762335
2012,0.018104248720082525,0.015543632493111132
2013,0.012295094454175547,0.016779259535400336
2014,0.001147290211767545,0.014732259380180385
2015,-0.008082477921181497,0.014796047994959776
2016,0.031780621971905884,0.015196431106930051
2017,0.001998766335226893,0.015586425949351574
2018,0.009511532558077239,0.013134015428793952
2019,-0.017729233063775374,0.014358522164031936
2020,0.0023338847038889545,0.013991622317200463
2021,0.01580036208461293,0.01327842585313582
2022,0.021510427082943664,0.01345474254683785
2023,0.03280988530783346,0.012729026754583473
2024,0.03876502288222634,0.012464861976867412
