county,state_fips,ym,mw_local,mw_state,mw_county,local_above
4005,4,2018-01,11.0,10.5,11.0,1
4005,4,2018-02,11.0,10.5,11.0,1
4005,4,2018-03,11.0,10.5,11.0,1
4005,4,2018-04,11.0,10.5,11.0,1
4005,4,2018-05,11.0,10.5,11.0,1
4005,4,2018-06,11.0,10.5,11.0,1
4005,4,2018-07,11.0,10.5,11.0,1
4005,4,2018-08,11.0,10.5,11.0,1
4005,4,2018-09,11.0,10.5,11.0,1
4005,4,2018-10,11.0,10.5,11.0,1
4005,4,2018-11,11.0,10.5,11.0,1
4005,4,2018-12,11.0,10.5,11.0,1
4005,4,2019-01,12.0,11.0,12.0,1
4005,4,2019-02,12.0,11.0,12.0,1
4005,4,2019-03,12.0,11.0,12.0,1
4005,4,2019-04,12.0,11.0,12.0,1
4005,4,2019-05,12.0,11.0,12.0,1
4005,4,2019-06,12.0,11.0,12.0,1
4005,4,2019-07,12.0,11.0,12.0,1
4005,4,2019-08,12.0,11.0,12.0,1
4005,4,2019-09,12.0,11.0,12.0,1
4005,4,2019-10,12.0,11.0,12.0,1
4005,4,2019-11,12.0,11.0,12.0,1
4005,4,2019-12,12.0,11.0,12.0,1
4005,4,2020-01,13.0,12.0,13.0,1
4005,4,2020-02,13.0,12.0,13.0,1
4005,4,2020-03,13.0,12.0,13.0,1
4005,4,2020-04,13.0,12.0,13.0,1
4005,4,2020-05,13.0,12.0,13.0,1
4005,4,2020-06,13.0,12.0,13.0,1
4005,4,2020-07,13.0,12.0,13.0,1
4005,4,2020-08,13.0,12.0,13.0,1
4005,4,2020-09,13.0,12.0,13.0,1
4005,4,2020-10,13.0,12.0,13.0,1
4005,4,2020-11,13.0,12.0,13.0,1
4005,4,2020-12,13.0,12.0,13.0,1
4005,4,2021-01,15.0,12.15,15.0,1
4005,4,2021-02,15.0,12.15,15.0,1
4005,4,2021-03,15.0,12.15,15.0,1
4005,4,2021-04,15.0,12.15,15.0,1
4005,4,2021-05,15.0,12.15,15.0,1
4005,4,2021-06,15.0,12.15,15.0,1
4005,4,2021-07,15.0,12.15,15.0,1
4005,4,2021-08,15.0,12.15,15.0,1
4005,4,2021-09,15.0,12.15,15.0,1
4005,4,2021-10,15.0,12.15,15.0,1
4005,4,2021-11,15.0,12.15,15.0,1
4005,4,2021-12,15.0,12.15,15.0,1
4005,4,2022-01,15.5,12.8,15.5,1
4005,4,2022-02,15.5,12.8,15.5,1
4005,4,2022-03,15.5,12.8,15.5,1
4005,4,2022-04,15.5,12.8,15.5,1
4005,4,2022-05,15.5,12.8,15.5,1
4005,4,2022-06,15.5,12.8,15.5,1
4005,4,2022-07,15.5,12.8,15.5,1
4005,4,2022-08,15.5,12.8,15.5,1
4005,4,2022-09,15.5,12.8,15.5,1
4005,4,2022-10,15.5,12.8,15.5,1
4005,4,2022-11,15.5,12.8,15.5,1
4005,4,2022-12,15.5,12.8,15.5,1
4005,4,2023-01,15.5,13.85,15.5,1
4005,4,2023-02,15.5,13.85,15.5,1
4005,4,2023-03,15.5,13.85,15.5,1
4005,4,2023-04,15.5,13.85,15.5,1
4005,4,2023-05,15.5,13.85,15.5,1
4005,4,2023-06,15.5,13.85,15.5,1
4005,4,2023-07,15.5,13.85,15.5,1
4005,4,2023-08,15.5,13.85,15.5,1
4005,4,2023-09,15.5,13.85,15.5,1
4005,4,2023-10,15.5,13.85,15.5,1
4005,4,2023-11,15.5,13.85,15.5,1
4005,4,2023-12,15.5,13.85,15.5,1
4005,4,2024-01,15.5,14.35,15.5,1
4005,4,2024-02,15.5,14.35,15.5,1
4005,4,2024-03,15.5,14.35,15.5,1
4005,4,2024-04,15.5,14.35,15.5,1
4005,4,2024-05,15.5,14.35,15.5,1
4005,4,2024-06,15.5,14.35,15.5,1
4005,4,2024-07,15.5,14.35,15.5,1
4005,4,2024-08,15.5,14.35,15.5,1
4005,4,2024-09,15.5,14.35,15.5,1
4005,4,2024-10,15.5,14.35,15.5,1
4005,4,2024-11,15.5,14.35,15.5,1
4005,4,2024-12,15.5,14.35,15.5,1
4005,4,2025-01,15.5,14.7,15.5,1
4005,4,2025-02,15.5,14.7,15.5,1
4005,4,2025-03,15.5,14.7,15.5,1
4005,4,2025-04,15.5,14.7,15.5,1
4005,4,2025-05,15.5,14.7,15.5,1
4005,4,2025-06,15.5,14.7,15.5,1
4005,4,2025-07,15.5,14.7,15.5,1
4005,4,2025-08,15.5,14.7,15.5,1
4005,4,2025-09,15.5,14.7,15.5,1
4005,4,2025-10,15.5,14.7,15.5,1
4005,4,2025-11,15.5,14.7,15.5,1
4005,4,2025-12,15.5,14.7,15.5,1
6001,6,2015-04,12.25,9.0,12.25,1
6001,6,2015-05,12.25,9.0,12.25,1
6001,6,2015-06,12.25,9.0,12.25,1
6001,6,2015-07,12.25,9.0,12.25,1
6001,6,2015-08,12.25,9.0,12.25,1
6001,6,2015-09,12.25,9.0,12.25,1
6001,6,2015-10,12.25,9.0,12.25,1
6001,6,2015-11,12.25,9.0,12.25,1
6001,6,2015-12,12.25,9.0,12.25,1
6001,6,2016-01,12.55,10.0,12.55,1
6001,6,2016-02,12.55,10.0,12.55,1
6001,6,2016-03,12.55,10.0,12.55,1
6001,6,2016-04,12.55,10.0,12.55,1
6001,6,2016-05,12.55,10.0,12.55,1
6001,6,2016-06,12.55,10.0,12.55,1
6001,6,2016-07,12.55,10.0,12.55,1
6001,6,2016-08,12.55,10.0,12.55,1
6001,6,2016-09,12.55,10.0,12.55,1
6001,6,2016-10,12.55,10.0,12.55,1
6001,6,2016-11,12.55,10.0,12.55,1
6001,6,2016-12,12.55,10.0,12.55,1
6001,6,2017-01,12.86,10.5,12.86,1
6001,6,2017-02,12.86,10.5,12.86,1
6001,6,2017-03,12.86,10.5,12.86,1
6001,6,2017-04,12.86,10.5,12.86,1
6001,6,2017-05,12.86,10.5,12.86,1
6001,6,2017-06,12.86,10.5,12.86,1
6001,6,2017-07,12.86,10.5,12.86,1
6001,6,2017-08,12.86,10.5,12.86,1
6001,6,2017-09,12.86,10.5,12.86,1
6001,6,2017-10,12.86,10.5,12.86,1
6001,6,2017-11,12.86,10.5,12.86,1
6001,6,2017-12,12.86,10.5,12.86,1
6001,6,2018-01,13.23,11.0,13.23,1
6001,6,2018-02,13.23,11.0,13.23,1
6001,6,2018-03,13.23,11.0,13.23,1
6001,6,2018-04,13.23,11.0,13.23,1
6001,6,2018-05,13.23,11.0,13.23,1
6001,6,2018-06,13.23,11.0,13.23,1
6001,6,2018-07,13.23,11.0,13.23,1
6001,6,2018-08,13.23,11.0,13.23,1
6001,6,2018-09,13.23,11.0,13.23,1
6001,6,2018-10,13.23,11.0,13.23,1
6001,6,2018-11,13.23,11.0,13.23,1
6001,6,2018-12,13.23,11.0,13.23,1
6001,6,2019-01,13.8,12.0,13.8,1
6001,6,2019-02,13.8,12.0,13.8,1
6001,6,2019-03,13.8,12.0,13.8,1
6001,6,2019-04,13.8,12.0,13.8,1
6001,6,2019-05,13.8,12.0,13.8,1
6001,6,2019-06,13.8,12.0,13.8,1
6001,6,2019-07,13.8,12.0,13.8,1
6001,6,2019-08,13.8,12.0,13.8,1
6001,6,2019-09,13.8,12.0,13.8,1
6001,6,2019-10,13.8,12.0,13.8,1
6001,6,2019-11,13.8,12.0,13.8,1
6001,6,2019-12,13.8,12.0,13.8,1
6001,6,2020-01,14.14,13.0,14.14,1
6001,6,2020-02,14.14,13.0,14.14,1
6001,6,2020-03,14.14,13.0,14.14,1
6001,6,2020-04,14.14,13.0,14.14,1
6001,6,2020-05,14.14,13.0,14.14,1
6001,6,2020-06,14.14,13.0,14.14,1
6001,6,2020-07,14.14,13.0,14.14,1
6001,6,2020-08,14.14,13.0,14.14,1
6001,6,2020-09,14.14,13.0,14.14,1
6001,6,2020-10,14.14,13.0,14.14,1
6001,6,2020-11,14.14,13.0,14.14,1
6001,6,2020-12,14.14,13.0,14.14,1
6001,6,2021-01,14.36,14.0,14.36,1
6001,6,2021-02,14.36,14.0,14.36,1
6001,6,2021-03,14.36,14.0,14.36,1
6001,6,2021-04,14.36,14.0,14.36,1
6001,6,2021-05,14.36,14.0,14.36,1
6001,6,2021-06,14.36,14.0,14.36,1
6001,6,2021-07,14.36,14.0,14.36,1
6001,6,2021-08,14.36,14.0,14.36,1
6001,6,2021-09,14.36,14.0,14.36,1
6001,6,2021-10,14.36,14.0,14.36,1
6001,6,2021-11,14.36,14.0,14.36,1
6001,6,2021-12,14.36,14.0,14.36,1
6001,6,2022-01,15.06,15.0,15.06,1
6001,6,2022-02,15.06,15.0,15.06,1
6001,6,2022-03,15.06,15.0,15.06,1
6001,6,2022-04,15.06,15.0,15.06,1
6001,6,2022-05,15.06,15.0,15.06,1
6001,6,2022-06,15.06,15.0,15.06,1
6001,6,2022-07,15.06,15.0,15.06,1
6001,6,2022-08,15.06,15.0,15.06,1
6001,6,2022-09,15.06,15.0,15.06,1
6001,6,2022-10,15.06,15.0,15.06,1
6001,6,2022-11,15.06,15.0,15.06,1
6001,6,2022-12,15.06,15.0,15.06,1
6001,6,2023-01,15.06,15.5,15.5,0
6001,6,2023-02,15.06,15.5,15.5,0
6001,6,2023-03,15.06,15.5,15.5,0
6001,6,2023-04,15.06,15.5,15.5,0
6001,6,2023-05,15.06,15.5,15.5,0
6001,6,2023-06,15.06,15.5,15.5,0
6001,6,2023-07,15.06,15.5,15.5,0
6001,6,2023-08,15.06,15.5,15.5,0
6001,6,2023-09,15.06,15.5,15.5,0
6001,6,2023-10,15.06,15.5,15.5,0
6001,6,2023-11,15.06,15.5,15.5,0
6001,6,2023-12,15.06,15.5,15.5,0
6001,6,2024-01,15.06,16.0,16.0,0
6001,6,2024-02,15.06,16.0,16.0,0
6001,6,2024-03,15.06,16.0,16.0,0
6001,6,2024-04,15.06,16.0,16.0,0
6001,6,2024-05,15.06,16.0,16.0,0
6001,6,2024-06,15.06,16.0,16.0,0
6001,6,2024-07,15.06,16.0,16.0,0
6001,6,2024-08,15.06,16.0,16.0,0
6001,6,2024-09,15.06,16.0,16.0,0
6001,6,2024-10,15.06,16.0,16.0,0
6001,6,2024-11,15.06,16.0,16.0,0
6001,6,2024-12,15.06,16.0,16.0,0
6001,6,2025-01,15.06,16.5,16.5,0
6001,6,2025-02,15.06,16.5,16.5,0
6001,6,2025-03,15.06,16.5,16.5,0
6001,6,2025-04,15.06,16.5,16.5,0
6001,6,2025-05,15.06,16.5,16.5,0
6001,6,2025-06,15.06,16.5,16.5,0
6001,6,2025-07,15.06,16.5,16.5,0
6001,6,2025-08,15.06,16.5,16.5,0
6001,6,2025-09,15.06,16.5,16.5,0
6001,6,2025-10,15.06,16.5,16.5,0
6001,6,2025-11,15.06,16.5,16.5,0
6001,6,2025-12,15.06,16.5,16.5,0
6013,6,2015-01,9.6,9.0,9.6,1
6013,6,2015-02,9.6,9.0,9.6,1
6013,6,2015-03,9.6,9.0,9.6,1
6013,6,2015-04,9.6,9.0,9.6,1
6013,6,2015-05,9.6,9.0,9.6,1
6013,6,2015-06,9.6,9.0,9.6,1
6013,6,2015-07,9.6,9.0,9.6,1
6013,6,2015-08,9.6,9.0,9.6,1
6013,6,2015-09,9.6,9.0,9.6,1
6013,6,2015-10,9.6,9.0,9.6,1
6013,6,2015-11,9.6,9.0,9.6,1
6013,6,2015-12,9.6,9.0,9.6,1
6013,6,2016-01,11.52,10.0,11.52,1
6013,6,2016-02,11.52,10.0,11.52,1
6013,6,2016-03,11.52,10.0,11.52,1
6013,6,2016-04,11.52,10.0,11.52,1
6013,6,2016-05,11.52,10.0,11.52,1
6013,6,2016-06,11.52,10.0,11.52,1
6013,6,2016-07,11.52,10.0,11.52,1
6013,6,2016-08,11.52,10.0,11.52,1
6013,6,2016-09,11.52,10.0,11.52,1
6013,6,2016-10,11.52,10.0,11.52,1
6013,6,2016-11,11.52,10.0,11.52,1
6013,6,2016-12,11.52,10.0,11.52,1
6013,6,2017-01,12.3,10.5,12.3,1
6013,6,2017-02,12.3,10.5,12.3,1
6013,6,2017-03,12.3,10.5,12.3,1
6013,6,2017-04,12.3,10.5,12.3,1
6013,6,2017-05,12.3,10.5,12.3,1
6013,6,2017-06,12.3,10.5,12.3,1
6013,6,2017-07,12.3,10.5,12.3,1
6013,6,2017-08,12.3,10.5,12.3,1
6013,6,2017-09,12.3,10.5,12.3,1
6013,6,2017-10,12.3,10.5,12.3,1
6013,6,2017-11,12.3,10.5,12.3,1
6013,6,2017-12,12.3,10.5,12.3,1
6013,6,2018-01,13.41,11.0,13.41,1
6013,6,2018-02,13.41,11.0,13.41,1
6013,6,2018-03,13.41,11.0,13.41,1
6013,6,2018-04,13.41,11.0,13.41,1
6013,6,2018-05,13.41,11.0,13.41,1
6013,6,2018-06,13.41,11.0,13.41,1
6013,6,2018-07,13.41,11.0,13.41,1
6013,6,2018-08,13.41,11.0,13.41,1
6013,6,2018-09,13.41,11.0,13.41,1
6013,6,2018-10,13.41,11.0,13.41,1
6013,6,2018-11,13.41,11.0,13.41,1
6013,6,2018-12,13.41,11.0,13.41,1
6013,6,2019-01,15.0,12.0,15.0,1
6013,6,2019-02,15.0,12.0,15.0,1
6013,6,2019-03,15.0,12.0,15.0,1
6013,6,2019-04,15.0,12.0,15.0,1
6013,6,2019-05,15.0,12.0,15.0,1
6013,6,2019-06,15.0,12.0,15.0,1
6013,6,2019-07,15.0,12.0,15.0,1
6013,6,2019-08,15.0,12.0,15.0,1
6013,6,2019-09,15.0,12.0,15.0,1
6013,6,2019-10,15.0,12.0,15.0,1
6013,6,2019-11,15.0,12.0,15.0,1
6013,6,2019-12,15.0,12.0,15.0,1
6013,6,2020-01,15.0,13.0,15.0,1
6013,6,2020-02,15.0,13.0,15.0,1
6013,6,2020-03,15.0,13.0,15.0,1
6013,6,2020-04,15.0,13.0,15.0,1
6013,6,2020-05,15.0,13.0,15.0,1
6013,6,2020-06,15.0,13.0,15.0,1
6013,6,2020-07,15.0,13.0,15.0,1
6013,6,2020-08,15.0,13.0,15.0,1
6013,6,2020-09,15.0,13.0,15.0,1
6013,6,2020-10,15.0,13.0,15.0,1
6013,6,2020-11,15.0,13.0,15.0,1
6013,6,2020-12,15.0,13.0,15.0,1
6013,6,2021-01,15.21,14.0,15.21,1
6013,6,2021-02,15.21,14.0,15.21,1
6013,6,2021-03,15.21,14.0,15.21,1
6013,6,2021-04,15.21,14.0,15.21,1
6013,6,2021-05,15.21,14.0,15.21,1
6013,6,2021-06,15.21,14.0,15.21,1
6013,6,2021-07,15.21,14.0,15.21,1
6013,6,2021-08,15.21,14.0,15.21,1
6013,6,2021-09,15.21,14.0,15.21,1
6013,6,2021-10,15.21,14.0,15.21,1
6013,6,2021-11,15.21,14.0,15.21,1
6013,6,2021-12,15.21,14.0,15.21,1
6013,6,2022-01,15.54,15.0,15.54,1
6013,6,2022-02,15.54,15.0,15.54,1
6013,6,2022-03,15.54,15.0,15.54,1
6013,6,2022-04,15.54,15.0,15.54,1
6013,6,2022-05,15.54,15.0,15.54,1
6013,6,2022-06,15.54,15.0,15.54,1
6013,6,2022-07,15.54,15.0,15.54,1
6013,6,2022-08,15.54,15.0,15.54,1
6013,6,2022-09,15.54,15.0,15.54,1
6013,6,2022-10,15.54,15.0,15.54,1
6013,6,2022-11,15.54,15.0,15.54,1
6013,6,2022-12,15.54,15.0,15.54,1
6013,6,2023-01,15.54,15.5,15.54,1
6013,6,2023-02,15.54,15.5,15.54,1
6013,6,2023-03,15.54,15.5,15.54,1
6013,6,2023-04,15.54,15.5,15.54,1
6013,6,2023-05,15.54,15.5,15.54,1
6013,6,2023-06,15.54,15.5,15.54,1
6013,6,2023-07,15.54,15.5,15.54,1
6013,6,2023-08,15.54,15.5,15.54,1
6013,6,2023-09,15.54,15.5,15.54,1
6013,6,2023-10,15.54,15.5,15.54,1
6013,6,2023-11,15.54,15.5,15.54,1
6013,6,2023-12,15.54,15.5,15.54,1
6013,6,2024-01,15.54,16.0,16.0,0
6013,6,2024-02,15.54,16.0,16.0,0
6013,6,2024-03,15.54,16.0,16.0,0
6013,6,2024-04,15.54,16.0,16.0,0
6013,6,2024-05,15.54,16.0,16.0,0
6013,6,2024-06,15.54,16.0,16.0,0
6013,6,2024-07,15.54,16.0,16.0,0
6013,6,2024-08,15.54,16.0,16.0,0
6013,6,2024-09,15.54,16.0,16.0,0
6013,6,2024-10,15.54,16.0,16.0,0
6013,6,2024-11,15.54,16.0,16.0,0
6013,6,2024-12,15.54,16.0,16.0,0
6013,6,2025-01,15.54,16.5,16.5,0
6013,6,2025-02,15.54,16.5,16.5,0
6013,6,2025-03,15.54,16.5,16.5,0
6013,6,2025-04,15.54,16.5,16.5,0
6013,6,2025-05,15.54,16.5,16.5,0
6013,6,2025-06,15.54,16.5,16.5,0
6013,6,2025-07,15.54,16.5,16.5,0
6013,6,2025-08,15.54,16.5,16.5,0
6013,6,2025-09,15.54,16.5,16.5,0
6013,6,2025-10,15.54,16.5,16.5,0
6013,6,2025-11,15.54,16.5,16.5,0
6013,6,2025-12,15.54,16.5,16.5,0
6037,6,2016-07,10.5,10.0,10.5,1
6037,6,2016-08,10.5,10.0,10.5,1
6037,6,2016-09,10.5,10.0,10.5,1
6037,6,2016-10,10.5,10.0,10.5,1
6037,6,2016-11,10.5,10.0,10.5,1
6037,6,2016-12,10.5,10.0,10.5,1
6037,6,2017-01,10.5,10.5,10.5,0
6037,6,2017-02,10.5,10.5,10.5,0
6037,6,2017-03,10.5,10.5,10.5,0
6037,6,2017-04,10.5,10.5,10.5,0
6037,6,2017-05,10.5,10.5,10.5,0
6037,6,2017-06,10.5,10.5,10.5,0
6037,6,2017-07,12.0,10.5,12.0,1
6037,6,2017-08,12.0,10.5,12.0,1
6037,6,2017-09,12.0,10.5,12.0,1
6037,6,2017-10,12.0,10.5,12.0,1
6037,6,2017-11,12.0,10.5,12.0,1
6037,6,2017-12,12.0,10.5,12.0,1
6037,6,2018-01,12.0,11.0,12.0,1
6037,6,2018-02,12.0,11.0,12.0,1
6037,6,2018-03,12.0,11.0,12.0,1
6037,6,2018-04,12.0,11.0,12.0,1
6037,6,2018-05,12.0,11.0,12.0,1
6037,6,2018-06,12.0,11.0,12.0,1
6037,6,2018-07,13.25,11.0,13.25,1
6037,6,2018-08,13.25,11.0,13.25,1
6037,6,2018-09,13.25,11.0,13.25,1
6037,6,2018-10,13.25,11.0,13.25,1
6037,6,2018-11,13.25,11.0,13.25,1
6037,6,2018-12,13.25,11.0,13.25,1
6037,6,2019-01,13.25,12.0,13.25,1
6037,6,2019-02,13.25,12.0,13.25,1
6037,6,2019-03,13.25,12.0,13.25,1
6037,6,2019-04,13.25,12.0,13.25,1
6037,6,2019-05,13.25,12.0,13.25,1
6037,6,2019-06,13.25,12.0,13.25,1
6037,6,2019-07,14.25,12.0,14.25,1
6037,6,2019-08,14.25,12.0,14.25,1
6037,6,2019-09,14.25,12.0,14.25,1
6037,6,2019-10,14.25,12.0,14.25,1
6037,6,2019-11,14.25,12.0,14.25,1
6037,6,2019-12,14.25,12.0,14.25,1
6037,6,2020-01,14.25,13.0,14.25,1
6037,6,2020-02,14.25,13.0,14.25,1
6037,6,2020-03,14.25,13.0,14.25,1
6037,6,2020-04,14.25,13.0,14.25,1
6037,6,2020-05,14.25,13.0,14.25,1
6037,6,2020-06,14.25,13.0,14.25,1
6037,6,2020-07,15.0,13.0,15.0,1
6037,6,2020-08,15.0,13.0,15.0,1
6037,6,2020-09,15.0,13.0,15.0,1
6037,6,2020-10,15.0,13.0,15.0,1
6037,6,2020-11,15.0,13.0,15.0,1
6037,6,2020-12,15.0,13.0,15.0,1
6037,6,2021-01,15.0,14.0,15.0,1
6037,6,2021-02,15.0,14.0,15.0,1
6037,6,2021-03,15.0,14.0,15.0,1
6037,6,2021-04,15.0,14.0,15.0,1
6037,6,2021-05,15.0,14.0,15.0,1
6037,6,2021-06,15.0,14.0,15.0,1
6037,6,2021-07,15.0,14.0,15.0,1
6037,6,2021-08,15.0,14.0,15.0,1
6037,6,2021-09,15.0,14.0,15.0,1
6037,6,2021-10,15.0,14.0,15.0,1
6037,6,2021-11,15.0,14.0,15.0,1
6037,6,2021-12,15.0,14.0,15.0,1
6037,6,2022-01,15.0,15.0,15.0,0
6037,6,2022-02,15.0,15.0,15.0,0
6037,6,2022-03,15.0,15.0,15.0,0
6037,6,2022-04,15.0,15.0,15.0,0
6037,6,2022-05,15.0,15.0,15.0,0
6037,6,2022-06,15.0,15.0,15.0,0
6037,6,2022-07,15.96,15.0,15.96,1
6037,6,2022-08,15.96,15.0,15.96,1
6037,6,2022-09,15.96,15.0,15.96,1
6037,6,2022-10,15.96,15.0,15.96,1
6037,6,2022-11,15.96,15.0,15.96,1
6037,6,2022-12,15.96,15.0,15.96,1
6037,6,2023-01,15.96,15.5,15.96,1
6037,6,2023-02,15.96,15.5,15.96,1
6037,6,2023-03,15.96,15.5,15.96,1
6037,6,2023-04,15.96,15.5,15.96,1
6037,6,2023-05,15.96,15.5,15.96,1
6037,6,2023-06,15.96,15.5,15.96,1
6037,6,2023-07,15.96,15.5,15.96,1
6037,6,2023-08,15.96,15.5,15.96,1
6037,6,2023-09,15.96,15.5,15.96,1
6037,6,2023-10,15.96,15.5,15.96,1
6037,6,2023-11,15.96,15.5,15.96,1
6037,6,2023-12,15.96,15.5,15.96,1
6037,6,2024-01,15.96,16.0,16.0,0
6037,6,2024-02,15.96,16.0,16.0,0
6037,6,2024-03,15.96,16.0,16.0,0
6037,6,2024-04,15.96,16.0,16.0,0
6037,6,2024-05,15.96,16.0,16.0,0
6037,6,2024-06,15.96,16.0,16.0,0
6037,6,2024-07,15.96,16.0,16.0,0
6037,6,2024-08,15.96,16.0,16.0,0
6037,6,2024-09,15.96,16.0,16.0,0
6037,6,2024-10,15.96,16.0,16.0,0
6037,6,2024-11,15.96,16.0,16.0,0
6037,6,2024-12,15.96,16.0,16.0,0
6037,6,2025-01,15.96,16.5,16.5,0
6037,6,2025-02,15.96,16.5,16.5,0
6037,6,2025-03,15.96,16.5,16.5,0
6037,6,2025-04,15.96,16.5,16.5,0
6037,6,2025-05,15.96,16.5,16.5,0
6037,6,2025-06,15.96,16.5,16.5,0
6037,6,2025-07,15.96,16.5,16.5,0
6037,6,2025-08,15.96,16.5,16.5,0
6037,6,2025-09,15.96,16.5,16.5,0
6037,6,2025-10,15.96,16.5,16.5,0
6037,6,2025-11,15.96,16.5,16.5,0
6037,6,2025-12,15.96,16.5,16.5,0
6041,6,2020-01,13.0,13.0,13.0,0
6041,6,2020-02,13.0,13.0,13.0,0
6041,6,2020-03,13.0,13.0,13.0,0
6041,6,2020-04,13.0,13.0,13.0,0
6041,6,2020-05,13.0,13.0,13.0,0
6041,6,2020-06,13.0,13.0,13.0,0
6041,6,2020-07,15.0,13.0,15.0,1
6041,6,2020-08,15.0,13.0,15.0,1
6041,6,2020-09,15.0,13.0,15.0,1
6041,6,2020-10,15.0,13.0,15.0,1
6041,6,2020-11,15.0,13.0,15.0,1
6041,6,2020-12,15.0,13.0,15.0,1
6041,6,2021-01,15.24,14.0,15.24,1
6041,6,2021-02,15.24,14.0,15.24,1
6041,6,2021-03,15.24,14.0,15.24,1
6041,6,2021-04,15.24,14.0,15.24,1
6041,6,2021-05,15.24,14.0,15.24,1
6041,6,2021-06,15.24,14.0,15.24,1
6041,6,2021-07,15.24,14.0,15.24,1
6041,6,2021-08,15.24,14.0,15.24,1
6041,6,2021-09,15.24,14.0,15.24,1
6041,6,2021-10,15.24,14.0,15.24,1
6041,6,2021-11,15.24,14.0,15.24,1
6041,6,2021-12,15.24,14.0,15.24,1
6041,6,2022-01,15.77,15.0,15.77,1
6041,6,2022-02,15.77,15.0,15.77,1
6041,6,2022-03,15.77,15.0,15.77,1
6041,6,2022-04,15.77,15.0,15.77,1
6041,6,2022-05,15.77,15.0,15.77,1
6041,6,2022-06,15.77,15.0,15.77,1
6041,6,2022-07,15.77,15.0,15.77,1
6041,6,2022-08,15.77,15.0,15.77,1
6041,6,2022-09,15.77,15.0,15.77,1
6041,6,2022-10,15.77,15.0,15.77,1
6041,6,2022-11,15.77,15.0,15.77,1
6041,6,2022-12,15.77,15.0,15.77,1
6041,6,2023-01,15.77,15.5,15.77,1
6041,6,2023-02,15.77,15.5,15.77,1
6041,6,2023-03,15.77,15.5,15.77,1
6041,6,2023-04,15.77,15.5,15.77,1
6041,6,2023-05,15.77,15.5,15.77,1
6041,6,2023-06,15.77,15.5,15.77,1
6041,6,2023-07,15.77,15.5,15.77,1
6041,6,2023-08,15.77,15.5,15.77,1
6041,6,2023-09,15.77,15.5,15.77,1
6041,6,2023-10,15.77,15.5,15.77,1
6041,6,2023-11,15.77,15.5,15.77,1
6041,6,2023-12,15.77,15.5,15.77,1
6041,6,2024-01,15.77,16.0,16.0,0
6041,6,2024-02,15.77,16.0,16.0,0
6041,6,2024-03,15.77,16.0,16.0,0
6041,6,2024-04,15.77,16.0,16.0,0
6041,6,2024-05,15.77,16.0,16.0,0
6041,6,2024-06,15.77,16.0,16.0,0
6041,6,2024-07,15.77,16.0,16.0,0
6041,6,2024-08,15.77,16.0,16.0,0
6041,6,2024-09,15.77,16.0,16.0,0
6041,6,2024-10,15.77,16.0,16.0,0
6041,6,2024-11,15.77,16.0,16.0,0
6041,6,2024-12,15.77,16.0,16.0,0
6041,6,2025-01,15.77,16.5,16.5,0
6041,6,2025-02,15.77,16.5,16.5,0
6041,6,2025-03,15.77,16.5,16.5,0
6041,6,2025-04,15.77,16.5,16.5,0
6041,6,2025-05,15.77,16.5,16.5,0
6041,6,2025-06,15.77,16.5,16.5,0
6041,6,2025-07,15.77,16.5,16.5,0
6041,6,2025-08,15.77,16.5,16.5,0
6041,6,2025-09,15.77,16.5,16.5,0
6041,6,2025-10,15.77,16.5,16.5,0
6041,6,2025-11,15.77,16.5,16.5,0
6041,6,2025-12,15.77,16.5,16.5,0
6073,6,2015-01,9.75,9.0,9.75,1
6073,6,2015-02,9.75,9.0,9.75,1
6073,6,2015-03,9.75,9.0,9.75,1
6073,6,2015-04,9.75,9.0,9.75,1
6073,6,2015-05,9.75,9.0,9.75,1
6073,6,2015-06,9.75,9.0,9.75,1
6073,6,2015-07,9.75,9.0,9.75,1
6073,6,2015-08,9.75,9.0,9.75,1
6073,6,2015-09,9.75,9.0,9.75,1
6073,6,2015-10,9.75,9.0,9.75,1
6073,6,2015-11,9.75,9.0,9.75,1
6073,6,2015-12,9.75,9.0,9.75,1
6073,6,2016-01,10.5,10.0,10.5,1
6073,6,2016-02,10.5,10.0,10.5,1
6073,6,2016-03,10.5,10.0,10.5,1
6073,6,2016-04,10.5,10.0,10.5,1
6073,6,2016-05,10.5,10.0,10.5,1
6073,6,2016-06,10.5,10.0,10.5,1
6073,6,2016-07,10.5,10.0,10.5,1
6073,6,2016-08,10.5,10.0,10.5,1
6073,6,2016-09,10.5,10.0,10.5,1
6073,6,2016-10,10.5,10.0,10.5,1
6073,6,2016-11,10.5,10.0,10.5,1
6073,6,2016-12,10.5,10.0,10.5,1
6073,6,2017-01,11.5,10.5,11.5,1
6073,6,2017-02,11.5,10.5,11.5,1
6073,6,2017-03,11.5,10.5,11.5,1
6073,6,2017-04,11.5,10.5,11.5,1
6073,6,2017-05,11.5,10.5,11.5,1
6073,6,2017-06,11.5,10.5,11.5,1
6073,6,2017-07,11.5,10.5,11.5,1
6073,6,2017-08,11.5,10.5,11.5,1
6073,6,2017-09,11.5,10.5,11.5,1
6073,6,2017-10,11.5,10.5,11.5,1
6073,6,2017-11,11.5,10.5,11.5,1
6073,6,2017-12,11.5,10.5,11.5,1
6073,6,2018-01,11.5,11.0,11.5,1
6073,6,2018-02,11.5,11.0,11.5,1
6073,6,2018-03,11.5,11.0,11.5,1
