unit,state_fips,kind,source,event_ym,mw_before,mw_first,mw_end,pct_first,pct_window,n_steps,controls,n_controls,controls_strict,n_controls_strict,event_id,federal_induced
46,46,state,state,2022-01,9.45,9.95,11.5,0.05291005291005302,0.21693121693121697,2,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 6075 19103 19113 19179 21067 21111 24033 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069 53053,49,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 6075 19103 19113 19179 21067 21111 24033 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069 53053,49,74,0
50,50,state,state,1995-02,4.25,4.5,5.25,0.05882352941176472,0.23529411764705888,3,1 4 5 12 13 16 17 18 20 21 22 24 28 29 31 32 33 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,47,,0,75,0
50,50,state,state,2018-01,10.0,10.5,11.75,0.050000000000000044,0.17500000000000004,2,1 13 16 18 19 20 21 22 26 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 13 16 18 19 20 21 22 26 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,76,0
51,51,state,state,2021-05,7.25,9.5,13.5,0.31034482758620685,0.8620689655172413,4,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 19103 19113 19179 21067 21111 24033 53053,30,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 19103 19113 19179 21067 21111 24033 53053,30,77,0
53,53,state,state,1994-01,4.25,4.9,5.15,0.15294117647058836,0.21176470588235308,2,1 4 5 12 13 16 17 18 20 21 22 24 28 29 31 32 33 35 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049,38,,0,78,0
53,53,state,state,2009-01,8.07,8.55,9.04,0.059479553903345694,0.12019826517967758,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,79,0
53,53,state,state,2017-01,9.47,11.0,13.5,0.16156282998944027,0.4255543822597676,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,80,0
54,54,state,state,2006-07,5.15,5.85,7.25,0.13592233009708732,0.40776699029126195,3,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,81,0
54,54,state,state,2015-01,7.25,8.0,8.75,0.10344827586206895,0.2068965517241379,2,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,82,0
55,55,state,state,1996-10,4.25,4.75,5.15,0.11764705882352944,0.21176470588235308,2,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,83,0
55,55,state,state,2005-06,5.15,5.7,6.55,0.10679611650485432,0.27184466019417464,2,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 56,18,9,1,84,0
55,55,state,state,2009-08,6.55,7.25,7.25,0.10687022900763354,0.10687022900763354,1,1 9 13 16 18 20 22 23 28 31 38 40 44 45 46 47 48 49 50 51 56 6075 23005,23,9 23 44 50 6075 23005,6,85,0
4005,4,county,both,2007-01,5.15,6.75,7.25,0.3106796116504853,0.40776699029126195,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,86,0
4005,4,county,both,2017-01,8.05,10.0,13.0,0.2422360248447204,0.6149068322981366,4,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,87,0
6001,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,88,0
6001,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,89,0
6001,6,county,both,2014-07,8.0,9.0,13.23,0.125,0.65375,2,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,90,0
6013,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,91,0
6013,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,92,0
6013,6,county,both,2014-07,8.0,9.0,13.41,0.125,0.67625,5,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,93,0
6037,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,94,0
6037,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,95,0
6037,6,county,both,2014-07,8.0,9.0,12.0,0.125,0.5,4,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,96,0
6041,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,97,0
6041,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,98,0
6041,6,county,both,2014-07,8.0,9.0,11.0,0.125,0.375,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,99,0
6073,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,100,0
6073,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,101,0
6073,6,county,both,2014-07,8.0,9.0,11.5,0.125,0.4375,4,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,102,0
6075,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,103,0
6075,6,county,local,2015-05,11.05,12.25,15.0,0.10859728506787314,0.35746606334841613,4,1 12 13 16 17 18 19 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,28,1 12 13 16 17 18 19 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,28,104,0
6081,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,105,0
6081,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,106,0
6081,6,county,both,2014-07,8.0,9.0,13.5,0.125,0.6875,4,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,107,0
6085,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,108,0
6085,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,109,0
6085,6,county,local,2013-04,8.0,10.0,10.5,0.25,0.3125,1,1 12 13 16 17 18 19 20 21 22 28 29 30 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069,46,1 12 13 16 17 18 19 20 21 22 28 29 30 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069,46,110,0
6085,6,county,local,2017-07,10.5,12.0,15.45,0.1428571428571428,0.4714285714285713,3,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,111,0
6097,6,county,both,1996-10,4.25,4.75,5.75,0.11764705882352944,0.3529411764705883,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,112,0
6097,6,county,both,2007-01,6.75,7.5,8.0,0.11111111111111116,0.18518518518518512,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,113,0
6097,6,county,both,2014-07,8.0,9.0,11.0,0.125,0.375,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,114,0
8031,8,county,both,2007-01,5.15,6.85,7.25,0.33009708737864063,0.40776699029126195,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,115,0
8031,8,county,both,2017-01,8.31,9.3,12.85,0.11913357400722013,0.5463297232250299,4,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,116,0
17031,17,county,both,2004-01,5.15,5.5,7.5,0.06796116504854366,0.4563106796116503,3,1 9 13 16 18 20 22 28 31 35 38 40 45 46 47 48 49 51 53 56 35013 53033 53053,23,9 53 53033 53053,4,117,0
17031,17,county,local,2015-07,8.25,10.0,12.0,0.21212121212121215,0.4545454545454546,3,1 12 13 16 18 19 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,27,1 12 13 16 18 19 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,27,118,0
19103,19,county,both,1997-09,4.75,5.15,5.15,0.08421052631578951,0.08421052631578951,1,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,119,0
19103,19,county,both,2007-04,5.15,6.2,7.25,0.20388349514563098,0.40776699029126195,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,120,0
19103,19,county,local,2015-11,7.25,8.2,7.25,0.1310344827586205,0.0,3,1 12 13 16 17 18 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,27,1 12 13 16 17 18 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,27,121,0
19113,19,county,both,1997-09,4.75,5.15,5.15,0.08421052631578951,0.08421052631578951,1,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,122,0
19113,19,county,both,2007-04,5.15,6.2,7.25,0.20388349514563098,0.40776699029126195,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,123,0
19113,19,county,local,2017-01,7.25,8.25,7.25,0.13793103448275867,0.0,1,1 12 13 16 18 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,25,1 12 13 16 18 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,25,124,0
19179,19,county,both,1997-09,4.75,5.15,5.15,0.08421052631578951,0.08421052631578951,1,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,125,0
19179,19,county,both,2007-04,5.15,6.2,7.25,0.20388349514563098,0.40776699029126195,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,126,0
19179,19,county,local,2017-01,7.25,8.2,7.25,0.1310344827586205,0.0,1,1 12 13 16 18 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,25,1 12 13 16 18 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,25,127,0
21067,21,county,both,2007-07,5.15,5.85,7.25,0.13592233009708732,0.40776699029126195,3,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,128,0
21067,21,county,local,2016-07,7.25,8.2,7.25,0.1310344827586205,0.0,1,1 12 13 16 18 19 20 22 28 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,1 12 13 16 18 19 20 22 28 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,26,129,0
21111,21,county,both,2007-07,5.15,5.85,7.25,0.13592233009708732,0.40776699029126195,3,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,130,0
21111,21,county,local,2015-07,7.25,7.75,7.25,0.06896551724137923,0.0,2,1 12 13 16 17 18 19 20 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,27,1 12 13 16 17 18 19 20 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,27,131,0
23005,23,county,both,1996-10,4.25,4.75,5.15,0.11764705882352944,0.21176470588235308,2,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,132,0
23005,23,county,both,2002-01,5.15,5.75,6.5,0.11650485436893199,0.26213592233009697,2,1 4 5 8 13 16 18 19 20 21 22 24 26 28 29 30 31 32 33 35 37 38 39 40 42 45 46 47 48 49 51 54 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,44,1 4 5 8 13 16 18 19 20 21 22 24 26 28 29 30 31 32 33 35 37 38 39 40 42 45 46 47 48 49 51 54 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,44,133,0
23005,23,county,local,2016-01,7.5,10.1,11.0,0.3466666666666667,0.46666666666666656,2,1 12 13 16 17 18 19 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,28,1 12 13 16 17 18 19 20 21 22 28 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56 35049,28,134,0
24031,24,county,both,2007-01,5.15,6.15,7.25,0.1941747572815533,0.40776699029126195,3,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,135,0
24031,24,county,local,2014-10,7.25,8.4,12.25,0.1586206896551725,0.6896551724137931,5,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,136,0
24033,24,county,both,2007-01,5.15,6.15,7.25,0.1941747572815533,0.40776699029126195,3,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,137,0
24033,24,county,local,2014-10,7.25,8.4,11.5,0.1586206896551725,0.5862068965517242,4,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,138,0
27053,27,county,both,2005-08,5.15,6.15,6.55,0.1941747572815533,0.27184466019417464,2,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 56,18,9,1,139,0
27053,27,county,both,2014-08,7.25,8.0,11.25,0.10344827586206895,0.5517241379310345,5,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,140,0
27123,27,county,both,2005-08,5.15,6.15,6.55,0.1941747572815533,0.27184466019417464,2,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 56,18,9,1,141,0
27123,27,county,both,2014-08,7.25,8.0,9.65,0.10344827586206895,0.3310344827586207,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 51 55 56,28,142,0
27123,27,county,local,2020-01,9.86,12.5,15.0,0.2677484787018256,0.5212981744421907,2,1 2 13 16 18 19 20 21 22 26 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 21067 21111,26,1 2 13 16 18 19 20 21 22 26 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 21067 21111,26,143,0
35001,35,county,local,2007-01,5.15,6.75,7.5,0.3106796116504853,0.4563106796116503,2,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 51 56 23005,20,9 23 23005,3,144,0
35001,35,county,local,2013-01,7.5,8.5,8.75,0.1333333333333333,0.16666666666666674,1,1 4 8 12 13 16 17 18 19 20 21 22 23 28 29 30 33 37 38 39 40 42 45 47 48 49 50 51 53 55 56 4005 8031 19113 19179 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069,53,1 4 8 12 13 16 17 18 19 20 21 22 23 28 29 30 33 37 38 39 40 42 45 47 48 49 50 51 53 55 56 4005 8031 19113 19179 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069,53,145,0
35001,35,county,both,2021-01,9.35,10.5,11.5,0.12299465240641716,0.22994652406417115,2,1 13 16 18 19 20 21 22 26 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 19103 19113 19179 21067 21111 24033,30,1 13 16 18 19 20 21 22 26 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 19103 19113 19179 21067 21111 24033,30,146,0
35013,35,county,local,2015-01,7.5,8.4,9.2,0.1200000000000001,0.22666666666666657,2,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56,27,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56,27,147,0
35013,35,county,local,2023-01,10.5,11.5,11.5,0.09523809523809534,0.09523809523809534,1,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 6013 6075 6081 6085 19103 19113 19179 21067 21111 24033 36005 36047 36061 36081 36085 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069 53053,57,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 6013 6075 6081 6085 19103 19113 19179 21067 21111 24033 36005 36047 36061 36081 36085 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069 53053,57,148,0
35049,35,county,local,2004-01,5.15,8.5,9.5,0.6504854368932038,0.8446601941747571,2,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,149,0
35049,35,county,local,2012-03,9.5,10.29,10.84,0.0831578947368421,0.14105263157894732,1,1 4 8 12 13 16 17 18 19 20 22 23 28 29 33 37 38 39 40 41 42 45 47 48 49 50 51 53 56 4005 8031 19113 19179 41001 41005 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41051 41055 41059 41061 41063 41067 41069,54,4 8 12 17 19 23 29 33 39 41 42 50 53 4005 8031 19113 19179 41001 41005 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41051 41055 41059 41061 41063 41067 41069,38,150,0
35049,35,county,local,2022-03,12.32,12.95,12.95,0.051136363636363535,0.051136363636363535,1,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 6013 6075 6081 6085 19103 19113 19179 21067 21111 24033 36005 36047 36061 36081 36085 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069 53053,57,1 13 16 18 19 20 21 22 27 28 33 37 38 40 42 45 47 48 49 54 55 56 6001 6013 6075 6081 6085 19103 19113 19179 21067 21111 24033 36005 36047 36061 36081 36085 41001 41011 41013 41015 41019 41021 41023 41025 41031 41035 41037 41045 41049 41055 41059 41061 41063 41069 53053,57,151,0
36005,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,152,0
36005,36,county,both,2014-01,7.25,8.0,11.0,0.10344827586206895,0.5172413793103448,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,153,0
36047,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,154,0
36047,36,county,both,2014-01,7.25,8.0,11.0,0.10344827586206895,0.5172413793103448,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,155,0
36059,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,156,0
36059,36,county,both,2014-01,7.25,8.0,10.0,0.10344827586206895,0.3793103448275863,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,157,0
36061,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,158,0
36061,36,county,both,2014-01,7.25,8.0,11.0,0.10344827586206895,0.5172413793103448,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,159,0
36081,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,160,0
36081,36,county,both,2014-01,7.25,8.0,11.0,0.10344827586206895,0.5172413793103448,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,161,0
36085,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,162,0
