unit,state_fips,kind,source,event_ym,mw_before,mw_first,mw_end,pct_first,pct_window,n_steps,controls,n_controls,controls_strict,n_controls_strict,event_id,federal_induced
36085,36,county,both,2014-01,7.25,8.0,11.0,0.10344827586206895,0.5172413793103448,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,163,0
36103,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,164,0
36103,36,county,both,2014-01,7.25,8.0,10.0,0.10344827586206895,0.3793103448275863,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,165,0
36119,36,county,both,2005-01,5.15,6.0,7.15,0.16504854368932032,0.38834951456310685,3,1 9 13 16 18 20 22 28 31 38 40 45 46 47 48 49 51 53 56 53033 53053,21,9 53 53033 53053,4,166,0
36119,36,county,both,2014-01,7.25,8.0,10.0,0.10344827586206895,0.3793103448275863,3,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,1 12 13 16 17 18 19 20 21 22 28 29 30 32 33 35 37 38 39 40 42 45 47 48 49 50 51 55 56,29,167,0
41001,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,168,0
41001,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,169,0
41001,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,170,0
41001,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,171,0
41005,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,172,0
41005,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,173,0
41005,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,174,0
41005,41,county,both,2016-07,9.25,9.75,12.5,0.054054054054053946,0.3513513513513513,3,1 12 13 16 18 19 20 21 22 28 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,27,1 12 13 16 18 19 20 21 22 28 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,27,175,0
41011,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,176,0
41011,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,177,0
41011,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,178,0
41011,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,179,0
41013,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,180,0
41013,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,181,0
41013,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,182,0
41013,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,183,0
41015,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,184,0
41015,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,185,0
41015,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,186,0
41015,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,187,0
41019,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,188,0
41019,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,189,0
41019,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,190,0
41019,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,191,0
41021,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,192,0
41021,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,193,0
41021,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,194,0
41021,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,195,0
41023,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,196,0
41023,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,197,0
41023,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,198,0
41023,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,199,0
41025,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,200,0
41025,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,201,0
41025,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,202,0
41025,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,203,0
41031,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,204,0
41031,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,205,0
41031,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,206,0
41031,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,207,0
41035,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,208,0
41035,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,209,0
41035,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,210,0
41035,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,211,0
41037,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,212,0
41037,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,213,0
41037,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,214,0
41037,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,215,0
41045,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,216,0
41045,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,217,0
41045,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,218,0
41045,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,219,0
41049,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,220,0
41049,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,221,0
41049,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,222,0
41049,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,223,0
41051,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,224,0
41051,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,225,0
41051,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,226,0
41051,41,county,both,2016-07,9.25,9.75,12.5,0.054054054054053946,0.3513513513513513,3,1 12 13 16 18 19 20 21 22 28 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,27,1 12 13 16 18 19 20 21 22 28 30 32 33 37 38 39 40 42 45 47 48 49 51 55 56 35001 35049,27,227,0
41055,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,228,0
41055,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,229,0
41055,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,230,0
41055,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,231,0
41059,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,232,0
41059,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,233,0
41059,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,234,0
41059,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,235,0
41061,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,236,0
41061,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,237,0
41061,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,238,0
41061,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,239,0
41063,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,240,0
41063,41,county,both,2003-01,6.5,6.9,7.5,0.06153846153846154,0.15384615384615374,1,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,1 4 8 13 16 18 19 20 21 22 24 28 29 30 31 33 35 37 38 39 40 42 45 46 47 48 49 51 56 4005 8031 19103 19113 19179 21067 21111 24031 24033 35001 35013,40,241,0
41063,41,county,both,2009-01,7.95,8.4,8.8,0.05660377358490565,0.10691823899371067,1,1 9 13 16 18 20 22 23 28 31 38 40 45 46 47 48 49 50 51 56 6075 23005,22,9 23 50 6075 23005,5,242,0
41063,41,county,both,2017-07,9.5,10.0,11.5,0.05263157894736836,0.21052631578947367,2,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,1 12 13 16 18 19 20 21 22 28 30 33 37 38 39 40 42 45 47 48 49 55 56 35049,24,243,0
41067,41,county,both,1997-01,4.75,5.5,6.5,0.1578947368421053,0.368421052631579,3,1 4 5 12 13 15 16 17 18 20 21 22 24 28 29 31 32 33 34 35 36 38 39 40 45 46 47 48 49 51 54 56 4005 17031 21067 21111 24031 24033 35001 35013 35049 36005 36047 36059 36061 36081 36085 36103 36119,49,15 34,2,244,0
