k,estimate,se
-3,-0.004645635036050053,0.007649782733232726
-2,-0.0016765733712949605,0.006945110029991582
-1,0.0,0.0
0,-3.31675218565497e-05,0.005735835369554261
1,-0.0005141618656875583,0.0060143735963460844
2,0.002470331068184572,0.005841994475553078
3,-0.004341180616420091,0.007647681708059455
