event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,source,post_avg,pre_avg,weight
3,2,2010-01,7.25,7.75,0.0689655172413792,1,state,0.05514602565498582,-0.012114879327709077,0.0023988660838646283
4,2,2015-01,7.75,9.84,0.2696774193548388,2,state,0.017435865805038336,0.03886882206693605,0.003349149926426158
5,2,2024-01,10.85,13.0,0.1981566820276499,2,state,-0.09202922576686427,-0.2333368131612682,0.0011718920553193289
7,4,2017-01,8.05,12.0,0.4906832298136645,3,state,-0.06010712431683946,-0.09866421054288431,0.04227294638534396
9,5,2016-01,7.5,9.25,0.2333333333333334,3,state,0.0640700526237977,0.03691791325613519,0.01682086055110752
12,6,2014-07,8.0,11.0,0.375,3,state,0.029628324453625413,0.0010910708779968553,0.12868945157872863
14,8,2017-01,8.31,12.0,0.4440433212996388,4,state,-0.008649028790900772,0.024683217437445892,0.01585641679302605
16,9,2014-01,8.25,10.1,0.2242424242424241,3,state,0.092245222055406,0.08563535170019036,0.014320998746679069
19,10,2014-06,7.25,8.25,0.1379310344827586,2,state,-0.043791938378718795,0.027583944700693058,0.005126104184279175
20,10,2019-01,8.25,10.5,0.2727272727272727,3,state,-0.08405464891342049,-0.15482966064346804,0.003104859174277918
23,11,2014-07,8.25,12.5,0.5151515151515151,4,state,-0.05176522287890699,0.004306805452500631,0.002628478822124402
25,12,2021-10,8.56,13.0,0.5186915887850467,4,state,0.038975249875454976,0.012839559745649112,0.08157837737684388
27,15,2015-01,7.25,10.1,0.3931034482758619,4,state,0.030510053241953196,0.059086484455786806,0.005374306975739949
28,15,2022-10,10.1,14.0,0.3861386138613862,2,state,-0.028945358182524174,-0.0563924886998472,0.003189707951086459
30,17,2020-01,8.25,13.0,0.5757575757575757,5,state,-0.04342901637899916,0.02017854562809758,0.03121654720003293
36,23,2017-01,7.5,12.0,0.6000000000000001,4,state,-0.0789585560905478,-0.031499172378811,0.004160687516439951
38,24,2015-01,7.25,10.1,0.3931034482758619,4,state,0.05964461940906423,0.1379166109832788,0.011605564654283113
41,25,2015-01,8.0,11.0,0.375,3,state,0.02267527729029642,0.007060028592938056,0.02918830584583754
43,26,2014-09,7.4,9.25,0.25,1,state,0.043322650976421205,-0.0016375034553855056,0.041234731626590866
44,26,2025-03,10.56,12.48,0.1818181818181818,1,state,-0.06701598423487405,-0.0548646578748119,0.03208621387297632
