k,estimate,se
-3,-0.0032488163424270917,0.004733961074487171
-2,0.002182561094032504,0.007583089306755362
-1,0.0,0.0
0,-0.0035072873845962992,0.005086209319133756
1,-0.0010225718497475025,0.007609053948584657
2,-0.00888263770642074,0.007081253479539472
3,0.0002573410343265555,0.006393107442720937
