k,estimate,se
-3,-0.22310309121754393,0.3739240824768907
-2,0.29596403275190974,0.3716887556274294
-1,0.0,0.0
0,-0.06675668909737914,0.459775497008898
1,0.07271575053016971,0.6630404735457044
2,-0.15109187754560768,0.5373563814313776
3,0.6152661556621006,0.5689922191146871
