k,estimate,se
-3,-0.004270988722024067,0.007594193671371351
-2,-0.000483749049373224,0.006974325783426176
-1,0.0,0.0
0,0.0008553529659216083,0.0054776646704287005
1,0.00018626774591009234,0.0075125761796902765
2,0.0025934694025036053,0.0069459612634044715
3,-0.005709100473304413,0.008780917679240798
