k,estimate,se
-3,-0.0012927756127885538,0.0025529000163542702
-2,0.00018763063761470243,0.003655535232048447
-1,0.0,0.0
0,-0.0027813286320222392,0.003589717718471865
1,-0.003937038254041982,0.004429689597515291
2,-0.006351347901488415,0.004478000739345997
3,-0.00048548896155506773,0.00459609376879906
