k,estimate,se
-3,0.008176749449200764,0.010091957378008167
-2,0.008058321005477579,0.008737991744317632
-1,0.0,0.0
0,0.003475064189964853,0.009865117353793654
1,-0.0024685104710680528,0.008865582972919965
2,0.0027329164763757723,0.009680697417455758
3,-0.006390123644434584,0.01272339117288287
