event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,post_avg,pre_avg,weight
1001,6075,2015-05,11.05,15.0,0.3574660633484161,4,0.05841652812617652,0.0460353679684651,0.04857284156837334
1002,6085,2013-04,8.0,10.5,0.3125,1,0.0037489481239647744,0.01549387987510717,0.13038098709943097
1003,6085,2017-07,10.5,15.45,0.4714285714285713,3,0.04378157838289498,0.03837985218866715,0.10221720454266395
1004,17031,2015-07,8.25,12.0,0.4545454545454546,3,-0.05045352566853758,-0.031270681591887686,0.18098673098996543
1010,23005,2016-01,7.5,11.0,0.4666666666666665,2,0.015928154013007706,-0.04700758271777105,0.026175798312921876
1011,24031,2014-10,7.25,12.25,0.6896551724137931,5,0.03159954590766356,,0.023544282413048494
1012,24033,2014-10,7.25,11.5,0.5862068965517242,4,-0.03558691570115742,0.030080441819453192,0.09607865407933046
1013,27123,2020-01,9.86,15.0,0.5212981744421907,2,0.027298543104584145,0.12161207742235719,0.04214836672049182
1014,35001,2007-01,5.15,7.5,0.4563106796116503,2,-0.0730067291442345,0.013594619013323775,0.06736151350176103
1015,35001,2013-01,7.5,8.75,0.1666666666666667,1,0.005848268396769945,-0.023563022786762484,0.06468767693592554
1016,35013,2015-01,7.5,9.2,0.2266666666666665,2,-0.03368961739939828,-0.08393569327345196,0.022238681205384837
1017,35049,2004-01,5.15,9.5,0.8446601941747571,2,,,0.0
1018,35049,2012-03,9.5,10.84,0.1410526315789473,1,0.0548809995885708,-0.15267127106331047,0.003604460206113236
1019,35049,2022-03,12.32,12.95,0.0511363636363635,1,-0.01311457833816845,-0.00973187618970348,0.012629265938004721
1020,53033,2015-04,9.47,16.0,0.6895459345300949,3,0.06619300898557849,0.05660329111818092,0.09616675774811247
1021,53033,2021-01,15.75,17.27,0.0965079365079364,1,-0.049681159187825535,-0.048948245556078906,0.06830047966565554
1022,53053,2016-02,9.47,13.5,0.4255543822597676,4,-0.17519747518132708,-0.06855721086955441,0.014906299072816204
