k,estimate,se
-3,-0.008643295083609111,0.012853097038202265
-2,0.007842466125933907,0.014010628709270771
-1,0.0,0.0
0,0.007924051284025376,0.012379458684976299
1,0.05000253738166251,0.014544486061165268
2,0.03435632779579726,0.01698637044514793
3,0.057480667920010886,0.015681730471753325
