event_id,state,event_ym,mw_before,mw_end,pct_window,n_steps,post_avg,pre_avg,weight
3,Alaska,2010-01,7.25,7.75,0.0689655172413792,1,0.02803077455739944,0.015979520557410726,0.0035553460106166964
4,Alaska,2015-01,7.75,9.84,0.2696774193548388,2,0.06133829762412035,0.04713101095023109,0.003519066250014257
5,Alaska,2024-01,10.85,13.0,0.1981566820276499,2,-0.01888018124789496,0.04662355033149834,0.003196943990177756
7,Arizona,2017-01,8.05,12.0,0.4906832298136645,3,-0.0013738560442851933,0.011231986071374545,0.031504196120881185
9,Arkansas,2016-01,7.5,9.25,0.2333333333333334,3,-0.004937198787071911,-0.029999230442877223,0.013394591230519202
12,California,2014-07,8.0,11.0,0.375,3,-0.006635191465317408,0.0015576658873507898,0.17986974897761185
14,Colorado,2017-01,8.31,12.0,0.4440433212996388,4,-0.020426358264275316,0.007753549190219422,0.01958418492389207
16,Connecticut,2014-01,8.25,10.1,0.2242424242424241,3,-0.0036265654613561182,-0.049573935156800086,0.018428814357502817
19,Delaware,2014-06,7.25,8.25,0.1379310344827586,2,0.01960947769306745,0.06274065197275314,0.004355077836608612
20,Delaware,2019-01,8.25,10.5,0.2727272727272727,3,0.022021310274848382,0.029473049296236065,0.0035437400072581694
23,District of Columbia,2014-07,8.25,12.5,0.5151515151515151,4,0.004395343847398481,-0.042149936739859006,0.0018333385210558158
25,Florida,2021-10,8.56,13.0,0.5186915887850467,4,-0.006773615608051925,-0.017135040739100937,0.07728302881448107
27,Hawaii,2015-01,7.25,10.1,0.3931034482758619,4,0.013318432639707306,0.08319822047558456,0.006188582356146121
28,Hawaii,2022-10,10.1,14.0,0.3861386138613862,2,0.011604228119364087,0.020802749287887445,0.0060765135881514715
30,Illinois,2020-01,8.25,13.0,0.5757575757575757,5,-0.017004255906551663,-0.03017215714970506,0.05723123995728814
36,Maine,2017-01,7.5,12.0,0.6000000000000001,4,-0.015961570891804763,0.028055164816808587,0.005159171644988369
38,Maryland,2015-01,7.25,10.1,0.3931034482758619,4,-0.026843714586198247,-0.021900188272369725,0.02436613662060984
41,Massachusetts,2015-01,8.0,11.0,0.375,3,0.0012298646158445392,0.019899770369806447,0.03281199569896229
43,Michigan,2014-09,7.4,9.25,0.25,1,-0.0016403828605575932,0.015574440949576773,0.042441106846074966
44,Michigan,2025-03,10.56,12.48,0.1818181818181818,1,-0.004871453155124411,0.047899435491632114,0.04454882141815192
46,Minnesota,2014-08,7.25,9.65,0.3310344827586207,3,-0.02363943719581378,0.022059549761538233,0.02530599090870788
48,Missouri,2019-01,7.85,11.15,0.4203821656050956,4,-0.03462776478984746,-0.05439926108669871,0.02662310261397067
51,Montana,2022-01,8.75,10.55,0.2057142857142857,2,-0.0002112244702101168,0.03846474558610405,0.0043119347793501885
52,Nebraska,2015-01,7.25,9.0,0.2413793103448276,2,0.03793568538720521,0.039848344248722134,0.007600312322959303
53,Nebraska,2023-01,9.0,13.5,0.5,3,-0.016270422275831156,0.04414492342333037,0.00896796500775317
55,Nevada,2020-07,8.25,11.25,0.3636363636363635,4,0.010539316400689391,0.031067432256835115,0.01257226644435249
57,New Jersey,2014-01,7.25,8.44,0.1641379310344826,1,0.019669780147342858,-0.009405391660628593,0.04285970911506178
58,New Jersey,2019-07,8.85,14.0,0.5819209039548023,5,-0.0036037333621604384,0.034034402972713984,0.038811371278796074
59,New Mexico,2020-01,7.5,12.0,0.6000000000000001,3,0.02754394088914014,0.004401337950365403,0.009286421769268518
61,New York,2014-01,7.25,9.7,0.3379310344827586,3,0.0023397314535497926,-0.007485126448513735,0.08664444503083191
64,Ohio,2022-01,8.8,10.7,0.2159090909090908,2,0.008529313143429612,0.014991417842635163,0.05142425438733433
68,Oregon,2016-07,9.25,11.25,0.2162162162162162,2,-0.015141241752772261,0.012348053254747804,0.01779756707043697
72,Rhode Island,2015-01,8.0,10.1,0.2624999999999999,3,-0.00987503455939881,-0.007663404544538288,0.005015829595621401
73,South Dakota,2015-01,7.25,8.85,0.2206896551724138,1,0.008273465763876747,-0.03741454599075783,0.0035641505477673704
74,South Dakota,2022-01,9.45,11.5,0.2169312169312169,2,0.0023700077096315414,-0.013554292505907867,0.0038470758392245186
76,Vermont,2018-01,10.0,11.75,0.175,2,0.06294946350679045,0.016386502905592126,0.0027901728594008704
77,Virginia,2021-05,7.25,13.5,0.8620689655172413,4,-0.021346529993920227,0.018661458653997265,0.03409208429539748
80,Washington,2017-01,9.47,13.5,0.4255543822597676,2,0.018861633078960133,0.015092223303971919,0.0316628580356422
82,West Virginia,2015-01,7.25,8.75,0.2068965517241379,2,-0.005630985234449437,0.018518277527179994,0.007930842927130316
