k,estimate,se
-3,0.03790140302068081,0.025347479580245844
-2,-0.00339781211652487,0.023864281343357132
-1,0.0,0.0
0,0.03051596334517045,0.03650925945419507
1,0.046204003014989566,0.026064998065883537
2,0.05493768977957334,0.03235614290485791
3,0.04190099066627732,0.03748321878149509
