k,estimate,se
-3,-0.01756693104338749,0.010749723939190036
-2,-0.007839810424698865,0.007465076320792411
-1,0.0,0.0
0,-0.0119987046880373,0.008596477160917174
1,0.0004906861631028738,0.014490654629191942
2,-0.012498307213598923,0.01314713134405696
3,-0.001724966315464117,0.01272707685921981
