k,estimate,se
-3,-0.003644761446076675,0.013889638106200457
-2,-0.015301761716943594,0.013250172208158191
-1,0.0,0.0
0,0.016479183844243458,0.013896541098185241
1,0.04893823798776135,0.014350755011445565
2,0.04232610802655965,0.017712948061634357
3,0.06407386578936031,0.017137982552042224
