k,estimate,se
-3,0.016429272432679123,0.014417557965287488
-2,0.0024235190380550364,0.011170587614883508
-1,0.0,0.0
0,0.0002720271757896645,0.010782156743068056
1,-0.004889108832063079,0.011208330340610447
2,0.018225238407988356,0.015592735088279677
3,-0.006425489392992022,0.015228666788536883
