event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,state,post_avg,pre_avg,weight
12,6,2014-07,8.0,11.0,0.375,3,California,0.0403347232116218,0.007550581493375209,0.2854646550117776
14,8,2017-01,8.31,12.0,0.4440433212996388,4,Colorado,,,0.0
30,17,2020-01,8.25,13.0,0.5757575757575757,5,Illinois,0.024792923096626934,0.03261898748670765,0.2939377144942142
36,23,2017-01,7.5,12.0,0.6000000000000001,4,Maine,0.14710930961524984,,0.043908819776249094
38,24,2015-01,7.25,10.1,0.3931034482758619,4,Maryland,0.026487414435479265,,0.046935547626185806
46,27,2014-08,7.25,9.65,0.3310344827586207,3,Minnesota,,,0.0
59,35,2020-01,7.5,12.0,0.6000000000000001,3,New Mexico,0.06671973379857557,-0.005099252925813251,0.19954262296779676
61,36,2014-01,7.25,9.7,0.3379310344827586,3,New York,,,0.0
68,41,2016-07,9.25,11.25,0.2162162162162162,2,Oregon,,,0.0
80,53,2017-01,9.47,13.5,0.4255543822597676,2,Washington,0.015682499376203914,-0.015286191367717361,0.13021064012377645
